,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,tweet_cleaned
22,294219100979343360,"#QLD 24/08:19 EST Flood Warning - Macintyre, Weir &amp; Border Rivers (QLD): #QLD 24/08:19 EST Flood Warning - Macin... http://t.co/238a3NrE",Media,Caution and advice,Related and informative,"<hashtag> qld <allcaps> <allcaps> <number> / <number> est <allcaps> flood warning - macintyre , weir & border rivers -LRB- ql <allcaps> <smile> <hashtag> qld <allcaps> <allcaps> <number> / <number> est <allcaps> flood warning - macin . <repeat> <url>"
23,294225799316373504,RT @PeterDoherty7: MAP: New Bureau of Meteorology projection for rainfall across Australia Day Long Weekend #bigwet http://t.co/Vg35sGd2,Media,Caution and advice,Related and informative,rt <allcaps> <user> : map <allcaps> : new bureau of meteorology projection for rainfall across australia day long weekend <hashtag> bigwet <url>
24,294240391300005889,Latest road closures from Rockhampton Regional Council #bigwet https://t.co/YFdzUxnc,Media,Infrastructure and utilities,Related and informative,latest road closures from rockhampton regional council <hashtag> bigwet <url>
25,294318355005968384,"just saw the news, queensland is starting to flood, in between bushfires, cyclones, snow storms, and floods are... http://t.co/SjeaqMox",Outsiders,Infrastructure and utilities,Related and informative,"just saw the news , queensland is starting to flood , in between bushfires , cyclones , snow storms , and floods are . <repeat> <url>"
26,294365138268614656,@AlisonFairleigh have you bunkered down Ali? #Bigwet,Not labeled,Not labeled,Not applicable,<user> have you bunkered down ali ? <hashtag> bigwet
27,294366161687150592,"RT @QPSmedia: The Bruce Highway has now been closed at 12 Mile Creek, Raglan. #bigwet #qldtraffic",Media,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : the bruce highway has now been closed at <number> mile creek , raglan . <hashtag> bigwet <hashtag> qldtraffic"
28,294383769383739392,"Police: The Burnett Highway, six kilometres south of Mt Morgan has water over it. Proceed with caution. #qldtraffic #bigwet ...",Government,Caution and advice,Related and informative,"police : the burnett highway , six kilometres south of mt morgan has water over it . proceed with caution . <hashtag> qldtraffic <hashtag> bigwet . <repeat>"
29,294404577304907776,RT @QLDOnline: Up to 14 luxury yachts &amp; houseboats have been washed ashore in the Whitsundays #qld #tcoswald #bigwet,Outsiders,Other Useful Information,Related and informative,rt <allcaps> <user> : up to <number> luxury yachts & houseboats have been washed ashore in the whitsundays <hashtag> qld <hashtag> tcoswald <hashtag> bigwet
31,294579706265751552,"RT @BreakfastNews: RT @abcnews As ex-cyclone Oswald brings flood chaos to Queensland, follow our live coverage: http://t.co/yf9espR6",Media,Other Useful Information,Related and informative,"rt <allcaps> <user> : rt <allcaps> <user> as ex-cyclone oswald brings flood chaos to queensland , follow our live coverage : <url>"
32,294592310157647875,RT @PeterDoherty7: 20 swift water rescues in Central QLD overnight + more happening NOW. 280 SES jobs in past 24 hours. #bigwet @7NewsBr ...,Media,Affected individuals,Related and informative,rt <allcaps> <user> : <number> swift water rescues in central qld <allcaps> overnight + more happening now <allcaps> . <number> ses <allcaps> jobs in past <number> hours . <hashtag> bigwet <user> . <repeat>
33,294603387343892483,Ok there's huge flooding in Qld??! I'm only hearing this via twitter. Next stop - ABC News,Outsiders,Other Useful Information,Related - but not informative,ok there 's huge flooding in qld ! <repeat> i 'm only hearing this via twitter . next stop - abc <allcaps> news
34,294609615847571456,Queensland floods as cyclone sweeps past http://t.co/Ipo3Gqa1,Outsiders,Other Useful Information,Related and informative,queensland floods as cyclone sweeps past <url>
35,294626745422864384,@PrinceofSydney floods in queensland? I think I heard that somewhere today. Hope Ʊ r good?,Outsiders,Caution and advice,Related - but not informative,<user> floods in queensland ? i think i heard that somewhere today . hope r good ?
36,294629513646718976,Pacific motorway already heavily congested #bigwet #longweekend #bnetraffic,Media,Infrastructure and utilities,Related and informative,pacific motorway already heavily congested <hashtag> bigwet <hashtag> longweekend <hashtag> bnetraffic
37,294629744337629184,RT @autALERT: #QLDFLOOD #queensland Premier Campbell Newman: ** PARENTS REMINDED TO KEEP CHILDREN AWAY FROM CREEKS and #STORM WATER DRAI ...,Media,Caution and advice,Related - but not informative,rt <allcaps> <user> : <hashtag> qldflood <allcaps> <allcaps> <hashtag> queensland premier campbell newman : ** parents <allcaps> reminded <allcaps> to <allcaps> keep <allcaps> children <allcaps> away <allcaps> from <allcaps> creeks <allcaps> and <hashtag> storm <allcaps> <allcaps> water <allcaps> drai <allcaps> . <repeat>
38,294648903926681600,RT @QldSES: RT @rrcouncil: If you have your car at the #Rockhampton Airport please move it asap! the car park is likely to flood. #BigWet,Government,Caution and advice,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : if you have your car at the <hashtag> rockhampton airport please move it asap ! the car park is likely to flood . <hashtag> bigwet
39,294649323357102080,RT @resourceafflict: More news on our #NCCARF report RT: @ozmining News: Queensland mines were not ready for floods http://t.co/h3xrd0bG ...,Media,Caution and advice,Related and informative,rt <allcaps> <user> : more news on our <hashtag> nccarf <allcaps> <allcaps> report rt <allcaps> : <user> news : queensland mines were not ready for floods <url> . <repeat>
40,294673100845490177,The State Govt has ordered SEQ Water to release water from WIvenhoe to reassure residents. http://t.co/ZG7Qlk8L #bigwet,Media,Other Useful Information,Related and informative,the state govt has ordered seq <allcaps> water to release water from wi <allcaps> venhoe to reassure residents . <url> <hashtag> bigwet
41,294675231556124672,Rescues underway as central Qld floods - Herald Sun http://t.co/xoqPNlTn,Media,Donations and volunteering,Related and informative,rescues underway as central qld floods - herald sun <url>
42,294677202899968001,RT @TripleMBrisbane: Want to know when the #BigWet will affect you? Sign up to Brisbane's Early Warning Alert Service:  http://t.co/FBkx ...,Media,Caution and advice,Related and informative,rt <allcaps> <user> : want to know when the <hashtag> bigwet will affect you ? sign up to brisbane 's early warning alert service : <url> . <repeat>
43,294686245781647360,i wonder if queensland is going to have another one of those times where it floods for a whole week before school starts,Outsiders,Other Useful Information,Related - but not informative,i wonder if queensland is going to have another one of those times where it floods for a whole week before school starts
44,294706311365537792,Twenty rescued as floods sweep northeast Australia http://t.co/ClwzTf52,Media,Affected individuals,Related and informative,twenty rescued as floods sweep northeast australia <url>
45,294716738371743744,Wow! So much water on the roads #bigwet,Eyewitness,Other Useful Information,Related - but not informative,wow ! so much water on the roads <hashtag> bigwet
46,294720559403651072,VIDEO: Tropical storm strikes Queensland: Tropical Storm Oswald's heavy rains have caused record amounts of flooding to Queensland.,Media,Other Useful Information,Related and informative,video <allcaps> : tropical storm strikes queenslan <smile> tropical storm oswald 's heavy rains have caused record amounts of flooding to queensland .
48,294748434739630080,"RT @AJEnglish: RT @AJEWeather The remains of Tropical Cyclone #Oswald trigger widespread flooding in #Queensland, #Australia: http://t.c ...",Media,Other Useful Information,Related and informative,"rt <allcaps> <user> : rt <allcaps> <user> the remains of tropical cyclone <hashtag> oswald trigger widespread flooding in <hashtag> queensland , <hashtag> australia : <url> . <repeat>"
49,294752738095554561,can we please just have one nice Australia Day. Past two years were floods and now cyclone warning yay -.-,Outsiders,Not applicable,Related - but not informative,can we please just have one nice australia day . past two years were floods and now cyclone warning yay - . -
50,294763987239854080,BANANA SHIRE - CALLIDE CREEK - Get to higher ground now http://t.co/MESU3ZVy #bigwet #qldfloods #qld,Media,Caution and advice,Related and informative,banana <allcaps> shire <allcaps> - callide <allcaps> creek <allcaps> - get to higher ground now <url> <hashtag> bigwet <hashtag> qldfloods <hashtag> qld
51,294765144850984960,RT @tegangeorge: “@cycloneupdate: Emergency flood alert for Callide Crk - residents to move to higher ground #bigwet #qld”,Media,Caution and advice,Related and informative,rt <allcaps> <user> : <user> : emergency flood alert for callide crk - residents to move to higher ground <hashtag> bigwet <hashtag> qld
52,294767623667855360,Left it too late to build an Ark. #Bigwet,Eyewitness,Other Useful Information,Related - but not informative,left it too late to build an ark . <hashtag> bigwet
53,294839698591981568,RT @AJEWeather: #Queensland hit by flash flooding. Brisbane is next in line: http://t.co/dE6XG4vh,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> queensland hit by flash flooding . brisbane is next in line : <url>
54,294872292545155072,"Hey @optus,,, no service in Boyne/Tannum Qld... Too wet and windy ?? #bigwet #flatmatestelstrabroadbandworking #howtocontactwifey??",Eyewitness,Infrastructure and utilities,Related and informative,"hey <user> , , , no service in boyne / tannum qld . <repeat> too wet and windy ? <repeat> <hashtag> bigwet <hashtag> flatmatestelstrabroadbandworking <hashtag> howtocontactwifey ? <repeat>"
55,294873852838825984,"No Evey. Australia is being 'attacked' by floods, not slugs.",Not labeled,Not labeled,Not related,"no evey . australia is being ` attacked ' by floods , not slugs ."
56,294888574833270784,Record floods in #Queensland #Australia #bigwet “@QldFire: A flooding EMERGENCY ALERT has been issued for Gladstone.  http://t.co/LaADffQO”,Media,Caution and advice,Related and informative,record floods in <hashtag> queensland <hashtag> australia <hashtag> bigwet <user> : a flooding emergency <allcaps> alert <allcaps> has been issued for gladstone . <url>
57,294890223207337984,Live coverage: SE Qld on flood alert - ABC Online: http://t.co/KzizYnK4.auLive coverage: SE Qld on flood alertABC... http://t.co/ISCcbNw9,Media,Caution and advice,Related and informative,live coverage : se <allcaps> qld on flood alert - abc <allcaps> online : <url> coverage : se <allcaps> qld on flood alertabc <allcaps> . <repeat> <url>
58,294896032305799168,RT @QPSmedia: A heads up for boaties in SEQ if you haven’t already now is the time to check those moorings or anchors! #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : a heads up for boaties in seq <allcaps> if you havent already now is the time to check those moorings or anchors ! <hashtag> bigwet
59,294930530435223553,BOM update: 26/07:59 EST Flood Warning - Fitzroy River (QLD) http://t.co/eTrDwncv,Media,Caution and advice,Related and informative,bom <allcaps> update : <number> / <number> est <allcaps> flood warning - fitzroy river -LRB- qld <allcaps> -RRB- <url>
60,294936935150006272,QPS Facebook page has changed URL since two years ago.  Good resource for #bigwet #qldfloods information.  New page: http://t.co/RiCfeTa6,Outsiders,Other Useful Information,Related and informative,qps <allcaps> facebook page has changed url <allcaps> since two years ago . good resource for <hashtag> bigwet <hashtag> qldfloods information . new page : <url>
61,294942723297918976,"HAPPY AUSTRALIA DAY! My favourite holiday of the Year! Even with the Bush fires, cyclones, heat waves and floods;... http://t.co/7AJVtAgL",Not labeled,Not labeled,Not related,"happy <allcaps> australia <allcaps> day <allcaps> ! my favourite holiday of the year ! even with the bush fires , cyclones , heat waves and floods ; . <repeat> <url>"
62,294949572579586048,Fires / floods / cyclones - Happy 'Australia Day' Aussies.,Outsiders,Other Useful Information,Related - but not informative,fires / floods / cyclones - happy ` australia day ' aussies .
63,294949673251270658,RT @benwillbond: To all you guys down under. Happy Australia Day! Hearing some terrible news of floods and fires so sending best wishes.,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : to all you guys down under . happy australia day ! hearing some terrible news of floods and fires so sending best wishes .
64,294959261455372288,"Update. We have two road crashes, Peachester Road, QFRS responding Horsecamp Road Swiftwater incident #bigwet",Government,Affected individuals,Related and informative,"update . we have two road crashes , peachester road , qfrs <allcaps> responding horsecamp road swiftwater incident <hashtag> bigwet"
65,294960435843719169,"RT @OKCStormWatcher: Emergency flood alerts issued for towns in Queensland, Australia; residents urged to get to higher ground - @SBSNew ...",Media,Caution and advice,Related and informative,"rt <allcaps> <user> : emergency flood alerts issued for towns in queensland , australia ; residents urged to get to higher ground - <user> . <repeat>"
66,294965200564662272,#australiaday #flag #aussie #australia #aussiepride #iphone5 #hdr2 #water #rain #bigwet http://t.co/jxX4ZyRH,Not labeled,Not labeled,Not applicable,<hashtag> australiaday <hashtag> flag <hashtag> aussie <hashtag> australia <hashtag> aussiepride <hashtag> iphone <number> <hashtag> hdr <number> <hashtag> water <hashtag> rain <hashtag> bigwet <url>
67,294976487440920576,#leimo http://t.co/6AQgXb47 Qld residents prepare for storm tides: EMERGENCY flood alerts ha... http://t.co/IxyvDzD8 @Leimo @crowealexand,Outsiders,Caution and advice,Related and informative,<hashtag> leimo <url> qld residents prepare for storm tides : emergency <allcaps> flood alerts ha . <repeat> <url> <user> <user>
68,294978668491599872,RT @belungerer: @Boopio can we borrow him? there's a leak in Wivenhoe Dam he would bung nicely :) #Qldfloods,Eyewitness,Other Useful Information,Related and informative,rt <allcaps> <user> : <user> can we borrow him ? there 's a leak in wivenhoe dam he would bung nicely <smile> <hashtag> qldfloods
69,294981885501796352,RT @Pollytics: Qld coastal cities face a 1 in 100 year flood. Haven't had one of them for at least 3 years. But as you were - no climate ...,Media,Caution and advice,Related and informative,rt <allcaps> <user> : qld coastal cities face a <number> in <number> year flood . have n't had one of them for at least <number> years . but as you were - no climate . <repeat>
70,294998411080507392,"FLOOD WARNING FOR THE CONNORS, ISAAC, DON, DAWSON AND FITZROY RIVERS #bigwet http://t.co/ywY0omEf Issued at 12:29... http://t.co/byTXn2uu",Media,Caution and advice,Related and informative,"flood <allcaps> warning <allcaps> for <allcaps> the <allcaps> connors <allcaps> , isaac <allcaps> , don <allcaps> , dawson <allcaps> and <allcaps> fitzroy <allcaps> rivers <allcaps> <hashtag> bigwet <url> issued at <number> <url>"
71,294999522558504960,Reports of Road Traffic Crash ▶ Possible Entrapment ▶ Canando St &amp; Daguilar Hwy Woodford http://t.co/tCt8ViF8 #bigwet,Media,Caution and advice,Related and informative,reports of road traffic crash possible entrapment canando st & daguilar hwy woodford <url> <hashtag> bigwet
72,295000478855593985,Reports of Road Traffic Crash ▶ Nr Keefton Rd Bruce Hwy Gympie http://t.co/M7tmbxka #bigwet http://t.co/AZkjE1Zs,Media,Infrastructure and utilities,Related and informative,reports of road traffic crash nr keefton rd bruce hwy gympie <url> <hashtag> bigwet <url>
73,295005935670280193,RT @etuqldnt: ETU members @ Stanwell Power Station keeping the lights on in difficult conditions http://t.co/2rOFyyyI #qldpol #bigwet #q ...,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : etu <allcaps> members @ stanwell power station keeping the lights on in difficult conditions <url> <hashtag> qldpol <hashtag> bigwet <hashtag> q . <repeat>
74,295010478063759362,RT @BOMQld: BOM update: 26/12:42 EST Flood Warning - Burnett River (QLD) http://t.co/D4KNydUa,Government,Caution and advice,Related and informative,rt <allcaps> <user> : bom <allcaps> update : <number> / <number> est <allcaps> flood warning - burnett river -LRB- qld <allcaps> -RRB- <url>
75,295017344139419648,Homes spared from flooding for now - Sydney Morning Herald http://t.co/M4rcPw0Y #qld,Media,Infrastructure and utilities,Related and informative,homes spared from flooding for now - sydney morning herald <url> <hashtag> qld
76,295018027815165952,Yeaa buddy #straya #sausagerolls #triplej #hottest100 #brisbane #bigwet #bbq  #australiaday #nofilter http://t.co/TWrVSIfp,Not labeled,Not labeled,Not related,yeaa buddy <hashtag> straya <hashtag> sausagerolls <hashtag> triplej <hashtag> hottest <number> <hashtag> brisbane <hashtag> bigwet <hashtag> bbq <hashtag> australiaday <hashtag> nofilter <url>
77,295019969798868992,BREAKING: @theqldpremier Premier says Situation has deteriorated in Central Qld. Gladstone has been Disaster Declared #bigwet,Government,Caution and advice,Related and informative,breaking <allcaps> : <user> premier says situation has deteriorated in central qld . gladstone has been disaster declared <hashtag> bigwet
78,295019986576084992,Premier Newman: weather situation has deteriorated. #bigwet,Government,Caution and advice,Related and informative,premier newman : weather situation has deteriorated . <hashtag> bigwet
79,295020468925239297,"Newman says Bundaberg has been hit by a tornado. Buildings damaged, power lines down. Disaster declared. #bigwet",Outsiders,Infrastructure and utilities,Related and informative,"newman says bundaberg has been hit by a tornado . buildings damaged , power lines down . disaster declared . <hashtag> bigwet"
80,295020598957051904,Disaster declared in #bundaberg region after damage from #minitornado #bigwet,Outsiders,Other Useful Information,Related and informative,disaster declared in <hashtag> bundaberg region after damage from <hashtag> minitornado <hashtag> bigwet
81,295024369598607361,RT @GloomyMushroom: Wow a mini tornado in Queensland and flooding. Can that now be declared as the unluckiest state in Australia now?,Eyewitness,Other Useful Information,Related - but not informative,rt <allcaps> <user> : wow a mini tornado in queensland and flooding . can that now be declared as the unluckiest state in australia now ?
82,295024600318873601,RT @SimonPalan: QLD premier Campbell Newman on @ABCNews24 I'm determined to ensure that this flooding won't be similar to the flooding  ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : qld <allcaps> premier campbell newman on <user> i 'm determined to ensure that this flooding wo n't be similar to the flooding . <repeat>
83,295039045497655296,@ABCFarNorth why do the ABC presenters continually refer to rain fall using inches? How long has Aust. been metric? Catch up time!#bigwet,Media,Not applicable,Related - but not informative,<user> why do the abc <allcaps> presenters continually refer to rain fall using inches ? how long has aust . been metric ? catch up time ! <hashtag> bigwet
84,295040974848159745,BURNETT HEADS - REMAIN INDOORS - Tornadoes / Waterspouts in your region NOW #qld #qldfloods #bigwet,Media,Caution and advice,Related and informative,burnett <allcaps> heads <allcaps> - remain <allcaps> indoors <allcaps> - tornadoes / waterspouts in your region now <allcaps> <hashtag> qld <hashtag> qldfloods <hashtag> bigwet
85,295045731205672960,RT @QPSmedia: Confirmed tornado at BURNETT HEADS. Residents should REMAIN INDOORS. #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : confirmed tornado at burnett <allcaps> heads <allcaps> . residents should remain <allcaps> indoors <allcaps> . <hashtag> bigwet
86,295050860843651072,RT @mackiemarsellos: Trampoline stuck in the top of power pole. Unbelievable #Bargara #bigwet http://t.co/cCV6LYbD,Eyewitness,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : trampoline stuck in the top of power pole . unbelievable <hashtag> bargara <hashtag> bigwet <url>
87,295052341411999745,"Sheer genius, satire on the flood of patriotic nonsense put out for Australia Day.  Watch and laugh! http://t.co/XbhZLpd8",Not labeled,Not labeled,Not related,"sheer genius , satire on the flood of patriotic nonsense put out for australia day . watch and laugh ! <url>"
88,295058347676274688,RT @QPSmedia: Residents in the Bundaberg area need to REMAIN INSIDE. Tornado activity can be unpredictable &amp; destructive. #bigwet #t ...,Media,Caution and advice,Related and informative,rt <allcaps> <user> : residents in the bundaberg area need to remain <allcaps> inside <allcaps> . tornado activity can be unpredictable & destructive . <hashtag> bigwet <hashtag> t . <repeat>
89,295061992513880064,RT @cycloneupdate: Attention Media. STOP referring to Tornadoes as Mini they either ARE a Tornado or they ARE NOT a Tornado. #bigwet # ...,Eyewitness,Other Useful Information,Related - but not informative,rt <allcaps> <user> : attention media . stop <allcaps> referring to tornadoes as mini they either are <allcaps> a tornado or they are <allcaps> not <allcaps> a tornado . <hashtag> bigwet # . <repeat>
90,295067088589058048,"Of wtf, Queensland, your call centre doesn't help us the fuck out, why are we getting slammed with YOUR flood calls!?",Outsiders,Not applicable,Related and informative,"of wtf , queensland , your call centre does n't help us the fuck out , why are we getting slammed with your <allcaps> flood calls ? <repeat>"
91,295073547825577985,Tonight in 7 News: Bundaberg a disaster zone as a string of tornadoes rip through the area  #bigwet,Media,Other Useful Information,Related and informative,tonight in <number> news : bundaberg a disaster zone as a string of tornadoes rip through the area <hashtag> bigwet
92,295074235691442176,RT @abcwidebay: You'll find a gallery of photos from across the Wide Bay here #Bargara #bigwet http://t.co/7VGjyENc @abcnews,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : you 'll find a gallery of photos from across the wide bay here <hashtag> bargara <hashtag> bigwet <url> <user>
93,295075074569023488,"RT @ErgonEnergy: Bundaberg, the Bargara and Burnett Heads coastal area could be without power for up to 48hrs #bigwet",Media,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : bundaberg , the bargara and burnett heads coastal area could be without power for up to <number> hrs <hashtag> bigwet"
94,295076387386191872,RT @QPSmedia: Keep up-to-date with the 2 Severe Weather Warnings current for Qld. #bigwet #tornado http://t.co/7DIJumMV,Government,Caution and advice,Related and informative,rt <allcaps> <user> : keep up-to-date with the <number> severe weather warnings current for qld . <hashtag> bigwet <hashtag> tornado <url>
95,295082720781021185,RT @qpsmedia: BOM: Radar suggests strong possibility of tornado 30km W of Maryborough moving SSW at 50km/h #bigwet #tornado,Media,Caution and advice,Related and informative,rt <allcaps> <user> : bom <allcaps> : radar suggests strong possibility of tornado <number> km w of maryborough moving ssw <allcaps> at <number> km / h <hashtag> bigwet <hashtag> tornado
96,295084197155074048,RT @cycloneupdate: 6:20PM EST Police: REPORTS OF ANOTHER TORNADO AT BURNETT HEADS. RESIDENTS REMAIN INSIDE. #bigwet #tornado,Government,Caution and advice,Related and informative,rt <allcaps> <user> : <number> pm <allcaps> est <allcaps> police : reports <allcaps> of <allcaps> another <allcaps> tornado <allcaps> at <allcaps> burnett <allcaps> heads <allcaps> . residents <allcaps> remain <allcaps> inside <allcaps> . <hashtag> bigwet <hashtag> tornado
97,295085275087003648,Severe Weather Warning issued for #Scenicrim #bigwet http://t.co/S3OVXd0D,Media,Caution and advice,Related and informative,severe weather warning issued for <hashtag> scenicrim <hashtag> bigwet <url>
98,295088479543648256,Amazed &amp; shocked at flood images from home on SM. v relieved @jeanieparadise seems to have been spared tornadoes at her place too.#qldflood,Outsiders,Affected individuals,Related - but not informative,amazed & shocked at flood images from home on sm <allcaps> . v relieved <user> seems to have been spared tornadoes at her place too . <hashtag> qldflood
99,295089276490764288,"@LisaGaglione72 lol we are getting 300mm plus, even more tomorrow, in some parts of qld there has been tornados, flooding its crazy",Eyewitness,Affected individuals,Related and informative,"<user> lol we are getting <number> mm plus , even more tomorrow , in some parts of qld there has been tornados , flooding its crazy"
100,295094800355586048,RT @SummersAnne: QLD premier Campbell Newman I'm determined to ensure that this flooding won't be similar to the flooding of 2011. Kin ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : qld <allcaps> premier campbell newman i 'm determined to ensure that this flooding wo n't be similar to the flooding of <number> kin . <repeat>
101,295109748876005376,RT @QPSmedia: Non-essential travel on the Sunshine Coast tomorrow morning should be cancelled. #bigwet,Media,Caution and advice,Related and informative,rt <allcaps> <user> : non-essential travel on the sunshine coast tomorrow morning should be cancelled . <hashtag> bigwet
102,295120154956820480,Police: Fast stream rises are continuing across the Baffle Creek catchment. Major flooding is rising at Mim... http://t.co/DlWcSq0c #qld,Media,Caution and advice,Related and informative,police : fast stream rises are continuing across the baffle creek catchment . major flooding is rising at mim . <repeat> <url> <hashtag> qld
103,295123149656297472,RT @shelleylloydabc: Queensland's rainfall outlook in one animated map http://t.co/9SjKKYDt @abcnews #bigwet,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : queensland 's rainfall outlook in one animated map <url> <user> <hashtag> bigwet
104,295129688593006592,RT @QldSES: Help us update our #bigwet Google map. Send your flood and weather photos to us as a private message or tweet to... http://t ...,NGOs,Other Useful Information,Related and informative,rt <allcaps> <user> : help us update our <hashtag> bigwet google map . send your flood and weather photos to us as a private message or tweet to . <repeat> <url> . <repeat>
