,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,tweet_cleaned
18,347835581105057792,RT @cityofcalgary: Due to flooding a closure of the two eastbound lanes on Memorial Dr between 5A St and Centre St NW is planned. #yycflood,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : due to flooding a closure of the two eastbound lanes on memorial dr between <number> a st and centre st nw <allcaps> is planned . <hashtag> yycflood
19,347839322420019200,RT @ChrisScottWx: RT @echo_bryanpass Motorists contend with cascading water over Highway 3 by Crowsnest Lake #abflood http://t.co/4oOJkshOC4,Media,Not applicable,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> motorists contend with cascading water over highway <number> by crowsnest lake <hashtag> abflood <url>
20,347851469103431680,Evac order only for affected areas or entire neighborhood (eg mission at 19 ave)?  @calgarypolice #yycflood map http://t.co/n6WhiwPzXD,Government,Caution and advice,Related and informative,evac order only for affected areas or entire neighborhood -LRB- eg mission at <number> ave -RRB- ? <user> <hashtag> yycflood map <url>
21,347852572230553601,Rainfall warning ended for Calgary but flooding potential still exists: http://t.co/4KwPzRMZHP #yyc @ctvnews,Media,Caution and advice,Related and informative,rainfall warning ended for calgary but flooding potential still exists : <url> <hashtag> yyc <user>
22,347855868936732672,RT @Edmontonsun: #StateofEmergency in southern Alberta. Hwy's closed evecuations ongoing Rain continues #Flood  http://t.co/Y0n6Qnp3LG http…,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : <hashtag> stateofemergency in southern alberta . hwy 's closed evecuations ongoing rain continues <hashtag> flood <url> http
23,347860566561390593,"RT @CgyCA: UPDATE: Erlton, Victoria Park, Cliff Bungalow and Inglewood added to #yyc evacuation order because of flooding. #abflood",Media,Caution and advice,Related and informative,"rt <allcaps> <user> : update <allcaps> : erlton , victoria park , cliff bungalow and inglewood added to <hashtag> yyc evacuation order because of flooding . <hashtag> abflood"
24,347866593793024000,"RT @CBCCalgary: City of Calgary expecting 75,000 to 100,000 people in #yyc will be forced from their homes because of flooding. #abflood",Media,Affected individuals,Related and informative,rt <allcaps> <user> : city of calgary expecting <number> to <number> people in <hashtag> yyc will be forced from their homes because of flooding . <hashtag> abflood
25,347868816765763584,"At risk of drowning today, heavy rain all night. Thank goodness I live high up on a hill. Be safe yall. #abflood #yyc #yycflood",Eyewitness,Sympathy and support,Related - but not informative,"at risk of drowning today , heavy rain all night . thank goodness i live high up on a hill . be safe yall . <hashtag> abflood <hashtag> yyc <hashtag> yycflood"
26,347872579039662080,RT @yuppielove: emergency alert just came on the radio &amp; tv. Bowness &amp; Sunnyside on are on overland flooding alert. #yycflood #yyc,Eyewitness,Caution and advice,Related and informative,rt <allcaps> <user> : emergency alert just came on the radio & tv . bowness & sunnyside on are on overland flooding alert . <hashtag> yycflood <hashtag> yyc
27,347873627632439296,RT @weathernetwork: Insane photo of flooded parkade in Discovery Ridge via @GlobalCalgary: http://t.co/xAjppUJU6Y. #yyc #abflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : insane photo of flooded parkade in discovery ridge via <user> : <url> . <hashtag> yyc <hashtag> abflood
28,347878031651635201,Bridge at Edworthy park #yycflood @ Edworthy Park http://t.co/wkkQLhftRj,Eyewitness,Infrastructure and utilities,Related and informative,bridge at edworthy park <hashtag> yycflood @ edworthy park <url>
29,347878786630574081,"Wow, I've never seen the river this high before.  #abflooding #yycflood",Eyewitness,Affected individuals,Related - but not informative,"wow , i 've never seen the river this high before . <hashtag> abflooding <hashtag> yycflood"
30,347880648901537792,Shakespeare in the park. #abflood http://t.co/XW4Fn27tVy,Eyewitness,Other Useful Information,Related - but not informative,shakespeare in the park . <hashtag> abflood <url>
31,347881596789067778,RT @bpincott: @cityofcalgary: Maps of the Sunnyside and Bowness evacuations can be found here: http://t.co/qbFPVnl9vr #yycflood #yyccc,Government,Affected individuals,Related and informative,rt <allcaps> <user> : <user> : maps of the sunnyside and bowness evacuations can be found here : <url> <hashtag> yycflood <hashtag> yyc <elong>
32,347884541186297856,The pictures of the flood in Calgary and Southern Alberta is just so heartbreaking! #abflood #heartbreaking #staysafe,Outsiders,Sympathy and support,Related - but not informative,the pictures of the flood in calgary and southern alberta is just so heartbreaking ! <hashtag> abflood <hashtag> heartbreaking <hashtag> staysafe
33,347887263289597953,RT @consumersos: Praying for the people in my hometown #Calgary tonight as waters rise. My high school St.Mary's in flood Zone too....,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : praying for the people in my hometown <hashtag> calgary tonight as waters rise . my high school st.mary 's in flood zone too . <repeat>
34,347887946986295296,RT @cityofcalgary: Due to rising water levels the lower deck of Centre Street bridge has been closed. Be careful #yycflood,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : due to rising water levels the lower deck of centre street bridge has been closed . be careful <hashtag> yycflood
35,347901205177044992,RT @Crackmacs: Bowness Park. Not much left #yyc #yycflood #abflood http://t.co/aVvCmLIXh7,Eyewitness,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : bowness park . not much left <hashtag> yyc <hashtag> yycflood <hashtag> abflood <url>
36,347901683310944256,RT @CBCMeg: Our @CBCCalgary building is in evacuation zone. Staff leaving now. We still have reporters &amp; shooters across SAb &amp; #yyc #abflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : our <user> building is in evacuation zone . staff leaving now . we still have reporters & shooters across sa <allcaps> b & <hashtag> yyc <hashtag> abflood
37,347903776277008384,RT @katiessummers: @CalgaryPolice please keep us updated on when/if volunteers will be needed - I'd love to help in any way I can #abflood …,Government,Donations and volunteering,Related and informative,rt <allcaps> <user> : <user> please keep us updated on when / if volunteers will be needed - i 'd love to help in any way i can <hashtag> abflood
38,347904308957814784,RT @tvchick13: City 8pm Update:  Roads in downtown core being closed.  Memorial Drive closed. #YYC #ABflood #flood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : city <lolface> m update : roads in downtown core being closed . memorial drive closed . <hashtag> yyc <allcaps> <allcaps> <hashtag> ab <allcaps> flood <hashtag> flood
39,347904782914174977,RT @weathernetwork: AHS has released a Boil Water Advisory for the Calgary Zone. http://t.co/r4cc0t8eMP  #yyc #yycflood #abstorm #abflood (…,Media,Caution and advice,Related and informative,rt <allcaps> <user> : ahs <allcaps> has released a boil water advisory for the calgary zone . <url> <hashtag> yyc <hashtag> yycflood <hashtag> abstorm <hashtag> abflood -LRB-
40,347905873420619776,RT @SAITPolytechnic: We've opened residences to those evacuated due to #yycflood. If you need lodging visit an #ABemerg Response centre fir…,Business,Donations and volunteering,Related and informative,rt <allcaps> <user> : we 've opened residences to those evacuated due to <hashtag> yycflood . if you need lodging visit an <hashtag> ab <allcaps> emerg response centre fir
41,347907664409395200,RT @sassystuff: RT @AHS_media: City of Calgary NOT under boil water order. #yyc #abflood,Government,Not applicable,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : city of calgary not <allcaps> under boil water order . <hashtag> yyc <hashtag> abflood
42,347911137267953664,Tornado warning in #edmonton then flood in #calgary? #thethingsidealwith #staysafe,Eyewitness,Other Useful Information,Related - but not informative,tornado warning in <hashtag> edmonton then flood in <hashtag> calgary ? <hashtag> thethingsidealwith <hashtag> staysafe
43,347912009691578368,RT @ShaneKeller: #HighRiver Man swims after his cat Momo.. #abflood #yycflood #incredible http://t.co/5SRjMiEjVP,Eyewitness,Affected individuals,Related - but not informative,rt <allcaps> <user> : <hashtag> highriver man swims after his cat momo . <repeat> <hashtag> abflood <hashtag> yycflood <hashtag> incredible <url>
44,347912521400860672,Hard to believe 2 weeks ago I was in Calgary and it was beautiful.  I hope evryone keeps safe. #abflood,Outsiders,Sympathy and support,Related - but not informative,hard to believe <number> weeks ago i was in calgary and it was beautiful . i hope evryone keeps safe . <hashtag> abflood
45,347914475933941760,RT @nenshi: The City of Calgary newsroom is also a good source for the latest releases about #yycflood http://t.co/wA29b1US4g,Government,Caution and advice,Related and informative,rt <allcaps> <user> : the city of calgary newsroom is also a good source for the latest releases about <hashtag> yycflood <url>
46,347914811511808001,"RT @CalgaryPolice: Many communities having power and gas cut-off. You may not see #yycflood, but you’ll have no utilities either. Please ev…",Government,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : many communities having power and gas cut-off . you may not see <hashtag> yycflood , but youll have no utilities either . please ev"
47,347915021206036481,This guy is telling it how it is! Hilarious. Be careful Calgary! Severe Thunderstorm Watch! http://t.co/BlAMOEdYrU via @youtube #flood #rain,Outsiders,Caution and advice,Related - but not informative,this guy is telling it how it is ! hilarious . be careful calgary ! severe thunderstorm watch ! <url> via <user> <hashtag> flood <hashtag> rain
48,347916199809658882,Now there's bad flooding in #Alberta? Oh no... Thinking of my Western neighbours tonight! #floods,Outsiders,Sympathy and support,Related and informative,now there 's bad flooding in <hashtag> alberta ? oh no . <repeat> thinking of my western neighbours tonight ! <hashtag> floods
49,347916212405145600,RT @CalgaryPolice: Check here to see what areas of Montgomery must be evacuated: http://t.co/0p1PSfn001 #yycflood,Government,Caution and advice,Related and informative,rt <allcaps> <user> : check here to see what areas of montgomery must be evacuate <smile> <url> <hashtag> yycflood
50,347916707328831488,#Abflood #cochrane #hwy22 wow! #yyc #flood #ab https://t.co/kvpJ9sg5lJ,Eyewitness,Infrastructure and utilities,Related - but not informative,<hashtag> abflood <hashtag> cochrane <hashtag> hwy <number> wow ! <hashtag> yyc <hashtag> flood <hashtag> ab <url>
51,347917680411553794,"To everyone in southern #Alberta, stay safe and dry during this insane #flooding! For anyone in the affected areas, http://t.co/Z6Q5U9kKxI",Outsiders,Caution and advice,Related and informative,"to everyone in southern <hashtag> alberta , stay safe and dry during this insane <hashtag> flooding ! for anyone in the affected areas , <url>"
52,347918284366168065,"Mandatory evacuations ordered in Calgary from flooding; 100,000 people may be affected http://t.co/MSnhzhpXdk",Government,Affected individuals,Related and informative,mandatory evacuations ordered in calgary from flooding ; <number> people may be affected <url>
53,347918506660073472,RT @PaulaTrotter: I just can't believe it. Stay safe everyone. #yycflood #downtownyyc #abflood http://t.co/SbtZ0VuZ9N,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : i just ca n't believe it . stay safe everyone . <hashtag> yycflood <hashtag> downtownyyc <hashtag> abflood <url>
54,347918808662556673,RT @CIAwesome: LIVE FEED: Bow River at the 10th Street bridge by Kensington http://t.co/LzQcBp31eD #yycflood #abflood via @GlobalCalgary,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : live <allcaps> fee <allcaps> <smile> bow river at the <number> th street bridge by kensington <url> <hashtag> yycflood <hashtag> abflood via <user>
55,347919739785449472,&lt;3 goes out to the folks in #Calgary. #abflood looks to be a bad one this time around. Hope the evacuees get out safe. #Canadianlove,Outsiders,Sympathy and support,Related and informative,< <number> goes out to the folks in <hashtag> calgary . <hashtag> abflood looks to be a bad one this time around . hope the evacuees get out safe . <hashtag> canadianlove
56,347920062780407811,RT @weathernetwork: RT @margovisser BOW CRESCENT FLOODING!! View from Silver Springs hill. #yycflood #bowness #calgary http://t.co/cJiCjvkO…,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> bow <allcaps> crescent <allcaps> flooding <allcaps> ! <repeat> view from silver springs hill . <hashtag> yycflood <hashtag> bowness <hashtag> calgary <url>
57,347920293429395456,RT @LX787SToms: There is a lower bridge deck on this bridge #abflood #yycflood http://t.co/8RITo19sHz,Eyewitness,Infrastructure and utilities,Related - but not informative,rt <allcaps> <user> : there is a lower bridge deck on this bridge <hashtag> abflood <hashtag> yycflood <url>
58,347921119724060672,RT @smbyyc: PLEASE NOTE - #SMBYYC #41 has been CANCELLED!  Up to 100K ppl affected by #yycflood - we need ppl to stay safe! PLEASE RT,Eyewitness,Affected individuals,Related and informative,rt <allcaps> <user> : please <allcaps> note <allcaps> - <hashtag> smbyyc <allcaps> <allcaps> <hashtag> <number> has been cancelled <allcaps> ! up to <number> k ppl affected by <hashtag> yycflood - we need ppl to stay safe ! please <allcaps> rt <allcaps>
59,347921186816147459,RT @TELUS: RT @CalgaryPolice: Please evacuate the following areas of #yyc: http://t.co/v8cVAGCLxb #yycflood Please RT,Government,Caution and advice,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : please evacuate the following areas of <hashtag> yyc : <url> <hashtag> yycflood please rt <allcaps>
60,347921258152865793,RT @GlobalCalgary: MAPS: Evacuated areas in the city of Calgary: http://t.co/4thr9fCXmc #YYC #yycfloods,Media,Affected individuals,Related and informative,rt <allcaps> <user> : maps <allcaps> : evacuated areas in the city of calgary : <url> <hashtag> yyc <allcaps> <allcaps> <hashtag> yycfloods
61,347922013106606081,RT @donnamct: RT @smbyyc: PLEASE NOTE - #SMBYYC #41 has been CANCELLED!  Up to 100K ppl affected by #yycflood - we need ppl to stay safe! P…,Outsiders,Affected individuals,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : please <allcaps> note <allcaps> - <hashtag> smbyyc <allcaps> <allcaps> <hashtag> <number> has been cancelled <allcaps> ! up to <number> k ppl affected by <hashtag> yycflood - we need ppl to stay safe ! p
62,347922340274905089,RT @cityofcalgary: City of Calgary NOT under boil water order. @AHS_media #yyc  http://t.co/6IYE7cHc16 #yycflood,Government,Caution and advice,Related and informative,rt <allcaps> <user> : city of calgary not <allcaps> under boil water order . <user> <hashtag> yyc <url> <hashtag> yycflood
63,347922856157523970,"RT @JeffALewis: Peace bridge again, looking southwest #yycflood http://t.co/QKcjwURw3h",Eyewitness,Infrastructure and utilities,Related - but not informative,"rt <allcaps> <user> : peace bridge again , looking southwest <hashtag> yycflood <url>"
64,347925557314453505,RT @calgaryjournal: City of Red Deer declares state of emergency: http://t.co/XCBYOvSNeA #abflood #abstorm #yqf,Media,Caution and advice,Related and informative,rt <allcaps> <user> : city of red deer declares state of emergency : <url> <hashtag> abflood <hashtag> abstorm <hashtag> yqf
65,347926857552887808,"Now I will devoted my effort to keeping people up-to-date on the flooding in Alberta. Very sad, and I hope everyone is safe.",Outsiders,Sympathy and support,Related and informative,"now i will devoted my effort to keeping people up-to-date on the flooding in alberta . very sad , and i hope everyone is safe ."
66,347927046279794688,RT @MichelleRempel: Pictures are not worth the risk to your person or to our emergency responders. Avoid the river. #yycflood,Media,Caution and advice,Related and informative,rt <allcaps> <user> : pictures are not worth the risk to your person or to our emergency responders . avoid the river . <hashtag> yycflood
67,347928271024951298,RT @CBCMeg: Follow him: “@CstShaw: Taking over tweeting for @CalgaryPolice during #yycflood since we've reached twitter limit on our main a…,Government,Other Useful Information,Related and informative,rt <allcaps> <user> : follow him : <user> : taking over tweeting for <user> during <hashtag> yycflood since we 've reached twitter limit on our main a
68,347928778544128003,“@GlobalEdmonton: Watch: Live stream of the Bow River: http://t.co/B3lLPh1ZbE #abflood”,Media,Other Useful Information,Related and informative,<user> : watch : live stream of the bow river : <url> <hashtag> abflood
69,347928887579254787,RT @CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood since we have reached the twitter limit on our main account. #yyc,Government,Other Useful Information,Related and informative,rt <allcaps> <user> : taking over the tweeting for <user> during <hashtag> yycflood since we have reached the twitter limit on our main account . <hashtag> yyc
70,347930896634089474,RT @NHLFlames: .@CalgaryPolice have exceeded their tweet limit - follow @CstShaw for #yycflood updates.,Outsiders,Other Useful Information,Related and informative,rt <allcaps> <user> : . <user> have exceeded their tweet limit - follow <user> for <hashtag> yycflood updates .
71,347931089580470272,"RT @NavyBoy88: according to officials, Flooding in #yyc expected to reach 6 Ave, those not familiar with Calgary, that's roughly 1 km inlan…",Outsiders,Caution and advice,Related and informative,"rt <allcaps> <user> : according to officials , flooding in <hashtag> yyc expected to reach <number> ave , those not familiar with calgary , that 's roughly <number> km inlan"
72,347932373029105664,RT @TELUS: Big thanks to our team in #YYC who worked to fortify our network for #abflood - loads of sandbags! We will be monitoring it.,Business,Sympathy and support,Related - but not informative,rt <allcaps> <user> : big thanks to our team in <hashtag> yyc <allcaps> <allcaps> who worked to fortify our network for <hashtag> abflood - loads of sandbags ! we will be monitoring it .
73,347932465312174080,RT @GlobalCalgary: UPDATE: The Calgary Drop-In Centre has been evacuated due to flooding concerns. #YYC #yycflood #abflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : update <allcaps> : the calgary drop-in centre has been evacuated due to flooding concerns . <hashtag> yyc <allcaps> <allcaps> <hashtag> yycflood <hashtag> abflood
74,347932788290379776,"Stay safe, Alberta. #ABflood",Outsiders,Sympathy and support,Related - but not informative,"stay safe , alberta . <hashtag> ab <allcaps> flood"
75,347933274821242881,RT @cityofcalgary: Please avoid downtown if you can tomorrow. There will be a number of road closures. #yycflood #yyc,Government,Caution and advice,Related and informative,rt <allcaps> <user> : please avoid downtown if you can tomorrow . there will be a number of road closures . <hashtag> yycflood <hashtag> yyc
76,347934264676978688,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc,Government,Caution and advice,Related and informative,rt <allcaps> <user> : please stay clear of downtown tomorrow -LRB- if you can -RRB- . there will be a number of road closures . <hashtag> yycflood <hashtag> yyc
77,347934268875481088,RT @CstShaw: Thanks to @EdmontonPolice for sending your troops to help us with #yycflood #yyc,Government,Sympathy and support,Related - but not informative,rt <allcaps> <user> : thanks to <user> for sending your troops to help us with <hashtag> yycflood <hashtag> yyc
78,347934679892099073,"RT @nicolerrabbit: @sandraklis: The river now! Getting dark and headin for higher ground now, everyone stay safe! #yyc #yycflood http://t.…",Eyewitness,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : <user> : the river now ! getting dark and headin for higher ground now , everyone stay safe ! <hashtag> yyc <hashtag> yycflood <url> ."
79,347935749439619072,RT @Daorcey: .@calgarytransit expecting service disruptions tomorrow http://t.co/NmNBVkT0MZ #yycflood,Business,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : . <user> expecting service disruptions tomorrow <url> <hashtag> yycflood
80,347936533795446784,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc,Government,Caution and advice,Related and informative,rt <allcaps> <user> : please stay clear of downtown tomorrow -LRB- if you can -RRB- . there will be a number of road closures . <hashtag> yycflood <hashtag> yyc
81,347938937114869760,"RT @theturner: Among other odd details of the #abflood, let’s remember it was the night @CalgaryPolice went to Twitter jail.",Government,Other Useful Information,Related - but not informative,"rt <allcaps> <user> : among other odd details of the <hashtag> abflood , lets remember it was the night <user> went to twitter jail ."
82,347941944426639360,"RT @isosanity: Langevin Bridge, 10:30 PM #abflood #yycflood #yyc http://t.co/10qh8ZbdZr",Eyewitness,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : langevin bridge , <number> pm <allcaps> <hashtag> abflood <hashtag> yycflood <hashtag> yyc <url>"
83,347942602932371456,RT @JoseCanseco: heart goes out to the flood victims in Alberta.  Praying for the rain to stop,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : heart goes out to the flood victims in alberta . praying for the rain to stop
84,347942921728835585,"RT @EpochTimes: Canmore Flood Could Force 100,000 From Homes in Canada http://t.co/x3ULopkuoz | Epoch Times",Media,Affected individuals,Related and informative,rt <allcaps> <user> : canmore flood could force <number> from homes in canada <url> | epoch times
85,347942951063789568,RT @CalgaryPolice: And also evacuate this area of Bowness. #yycflood 2/2 http://t.co/hGZVoJaLJD,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : and also evacuate this area of bowness . <hashtag> yycflood <number> / <number> <url>
86,347943311786536960,yep this is all i could think of haha stay safe errbody #yycfloods #yyc #abstorm #abfloods http://t.co/Aee01GPgkR,Outsiders,Sympathy and support,Related - but not informative,yep this is all i could think of haha stay safe errbody <hashtag> yycfloods <hashtag> yyc <hashtag> abstorm <hashtag> abfloods <url>
87,347943362118168576,RT @acoyne: Two by two? @TonyHerald: Calgary Zoo is actually moving animals to higher ground now #yyc #abflood,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : two by two ? <user> : calgary zoo is actually moving animals to higher ground now <hashtag> yyc <hashtag> abflood
88,347944733642981377,RT @downtowncalgary: Please be safe tonight and please work from home on Friday due to road closures w#yycflood http://t.co/G2eLGaAOgQ,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : please be safe tonight and please work from home on friday due to road closures w <hashtag> yycflood <url>
89,347945157301256194,"Good news from Okotoks, where the Sheep River appears to have peaked, waters receding: http://t.co/E79r5ZW110 #abflood",Outsiders,Infrastructure and utilities,Related and informative,"good news from okotoks , where the sheep river appears to have peaked , waters receding : <url> <hashtag> abflood"
90,347945933209731074,@cityofcalgary @CalgaryPolice @CalgaryFire #yycflood Hope yyc Fire Department and EMS requested larger twitter traffic limit 4 future emrgnc,Government,Caution and advice,Related - but not informative,<user> <user> <user> <hashtag> yycflood hope yyc fire department and ems <allcaps> requested larger twitter traffic limit <number> future emrgnc
91,347946893722152960,Lol Alberta flood 2013,Outsiders,Not applicable,Related - but not informative,lol alberta flood <number>
92,347948810540036096,@Premier_Redford expected to be touring High River and area tomorrow. #ABflood,Government,Other Useful Information,Related and informative,<user> expected to be touring high river and area tomorrow . <hashtag> ab <allcaps> flood
93,347949078967091201,“@_Tosin: If any Hot Chicks in #Calgary Need lodging from #Flooding you can have my Bed I'll sleep on the Floor Tonight” #classy #pricesless,Outsiders,Donations and volunteering,Related - but not informative,<user> : if any hot chicks in <hashtag> calgary need lodging from <hashtag> flooding you can have my bed i 'll sleep on the floor tonight <hashtag> classy <hashtag> pricesless
94,347950987362836480,RT @Daybreak_Dude: #dbn former host Russel Bowers joins the show to give us eyewitness account of #calgary flooding. #cbc,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> dbn former host russel bowers joins the show to give us eyewitness account of <hashtag> calgary flooding . <hashtag> cbc
95,347952103056093184,RT @nenshi: Heads up! “@CstShaw: Taking over the tweeting for @CalgaryPolice during #yycflood - we reached the twitter limit on our main ac…,Government,Other Useful Information,Related and informative,rt <allcaps> <user> : heads up ! <user> : taking over the tweeting for <user> during <hashtag> yycflood - we reached the twitter limit on our main ac
96,347953784955215873,RT @cityofcalgary: Reminder: ALL CBE and Catholic School Board schools closed.Please RT and let the children know. #yyc #yycflood,Government,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : reminder : all <allcaps> cbe <allcaps> and catholic school board schools closed.please rt <allcaps> and let the children know . <hashtag> yyc <hashtag> yycflood
97,347954099536412672,RT @nenshi: Please stay clear of downtown tomorrow (if you can). There will be a number of road closures. #yycflood #yyc,Media,Caution and advice,Related and informative,rt <allcaps> <user> : please stay clear of downtown tomorrow -LRB- if you can -RRB- . there will be a number of road closures . <hashtag> yycflood <hashtag> yyc
