,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,tweet_cleaned
10,324702723675144192,"@wfaachannel8 McLennan co. dispatch asking more resources rescue trapped people in apartment #explosion at fertilizer plant in West, TX",Media,Affected individuals,Related and informative,"<user> mclennan co. dispatch asking more resources rescue trapped people in apartment <hashtag> explosion at fertilizer plant in west , tx <allcaps>"
11,324702774006775809,#waco #explosion http://t.co/4KzHKAsPop,Outsiders,Other Useful Information,Related - but not informative,<hashtag> waco <hashtag> explosion <url>
12,324704627859791873,RT @alexanderhall: RT @YourAnonNews: WACO TEXAS. FERTILIZER PLANT EXPLOSION. ALL UNITS REQUESTED. http://t.co/8VNtIGKtwk,Media,Affected individuals,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : waco <allcaps> texas <allcaps> . fertilizer <allcaps> plant <allcaps> explosion <allcaps> . all <allcaps> units <allcaps> requested <allcaps> . <url>
13,324705017925861376,"Their was another explosion in west texas, wth!",Outsiders,Other Useful Information,Related - but not informative,"their was another explosion in west texas , wth !"
14,324705521242353666,"#EEUU.: Explosión en planta de fertilizantes cerca de Waco, Texas, provoca numerosos heridos. Foto @1ventura1  http://t.co/TbHtgiJBBy",Not labeled,Not labeled,Not applicable,"<hashtag> eeuu <allcaps> . : <allcaps> explosin en planta de fertilizantes cerca de waco , texas , provoca numerosos heridos . foto <user> <url>"
15,324706162983448576,"RT @AP: BREAKING: Authorities: Fertilizer plant explodes near Waco, Texas, causing numerous injuries",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : breaking <allcaps> : authorities : fertilizer plant explodes near waco , texas , causing numerous injuries"
16,324706708247154690,"RT @nycjim: Dallas Morning News reports part of town of West, Tex., was leveled in fertilizer plant explosion. http://t.co/XtLj5qA5Nx",Media,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : dallas morning news reports part of town of west , tex. , was leveled in fertilizer plant explosion . <url>"
17,324707538736132096,RT @AsiaBrown: RT @i__Cam: RT @NewsBreaker: BREAKING PHOTO: Building ablaze after explosion near Waco http://t.co/igcmAaL6hr,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : rt <allcaps> <user> : breaking <allcaps> photo <allcaps> : building ablaze after explosion near waco <url>
18,324707635196743680,RT @YourAnonNews: WACO TEXAS. FERTILIZER PLANT EXPLOSION. ALL UNITS REQUESTED. http://t.co/MSwGbnmT1l,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : waco <allcaps> texas <allcaps> . fertilizer <allcaps> plant <allcaps> explosion <allcaps> . all <allcaps> units <allcaps> requested <allcaps> . <url>
19,324707987501494272,"AUDIO AS IT HAPPENED.  HORRIBLE EXPLOSION! WACO, TX. Fertilizer Plant Explodes, Rest Home Damaged, To Much More... http://t.co/1R8ZGEQMGZ",Media,Other Useful Information,Related and informative,"audio <allcaps> as <allcaps> it <allcaps> happened <allcaps> . horrible <allcaps> explosion <allcaps> ! waco <allcaps> , tx <allcaps> . fertilizer plant explodes , rest home damaged , to much more . <repeat> <url>"
20,324708104937820160,RT @CBSNews: Explosion reported at a Texas fertilizer plant http://t.co/JPbI8sHlDl,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : explosion reported at a texas fertilizer plant <url>
21,324708251763605505,"Man, that explosion in Waco, pray and hope everyone's not severely injured. :s",Outsiders,Sympathy and support,Related - but not informative,"man , that explosion in waco , pray and hope everyone 's not severely injured . : s"
22,324709166121877504,RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  I need anybody and everybody you can send. http://t.co/8pMJsSwunm,Outsiders,Donations and volunteering,Related and informative,rt <allcaps> <user> : waco <allcaps> explosion <allcaps> dispatch <allcaps> : people trapped in <allcaps> the fire i need anybody and everybody you can send . <url>
23,324709329666183168,"Explosion rips Texas fertilizer plant: An explosion ripped through a fertilizer plant Wednesday night in West,... http://t.co/vqrbOHGFDE",Media,Infrastructure and utilities,Related and informative,"explosion rips texas fertilizer plant : an explosion ripped through a fertilizer plant wednesday night in west , . <repeat> <url>"
24,324709631681253376,RT @krisleeph: Injuries Building Damage in Fertilizer Plant Explosion - Dallas News | http://t.co/22O4K7bntG http://t.co/Gb66Xuei0r,Media,Affected individuals,Related and informative,rt <allcaps> <user> : injuries building damage in fertilizer plant explosion - dallas news | <url> <url>
25,324710432772345856,"RT @AP: MORE: Authorities: Those injured in plant explosion near Waco, Texas, being taken to hospitals by troopers: http://t.co/fPPEpiHl ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : more <allcaps> : authorities : those injured in plant explosion near waco , texas , being taken to hospitals by troopers : <url> . <repeat>"
26,324710575399649283,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Media,Affected individuals,Related and informative,rt <allcaps> <user> : multiple injuries reported at texas fertilizer plant explosion - <user> <url>
28,324711393297313792,"RT @zaidbenjamin: #Breaking: Explosion, injuries reported at fertilizer plant near #Waco, #Texas http://t.co/jnvuMEpYRp",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : <hashtag> breaking : explosion , injuries reported at fertilizer plant near <hashtag> waco , <hashtag> texas <url>"
30,324711959515783170,"@nestorflecha #news  more photo about the #explosion in Waco, #Texas http://t.co/tfcMKGvzr3",Outsiders,Other Useful Information,Related and informative,"<user> <hashtag> news more photo about the <hashtag> explosion in waco , <hashtag> texas <url>"
31,324712173404299266,Praying for West Texas❤,Outsiders,Sympathy and support,Related - but not informative,praying for west texas
32,324712651588530176,RT @FoxNews: #BREAKING: Numerous injuries reported in large explosion at #Texas fertilizer plant http://t.co/oH93niFiAS,Media,Affected individuals,Related and informative,rt <allcaps> <user> : <hashtag> breaking <allcaps> : <allcaps> numerous injuries reported in large explosion at <hashtag> texas fertilizer plant <url>
33,324712861278556160,"@countmystars What the fuck is WITH this week. Between this, Boston, the explosion tonight in Waco...",Outsiders,Other Useful Information,Related - but not informative,"<user> what the fuck is with <allcaps> this week . between this , boston , the explosion tonight in waco . <repeat>"
34,324713054245904385,RT @AhmedMedien: Multiple injuries reported at #Texas #fertilizer plant explosion - http://t.co/Vyx44Pgka4,Outsiders,Affected individuals,Related and informative,rt <allcaps> <user> : multiple injuries reported at <hashtag> texas <hashtag> fertilizer plant explosion - <url>
35,324713159090921472,"RT @RealTonyRocha: #TopStories Breaking news: Explosion, injuries reported at fertilizer plant near Waco in … http://t.co/SZMi3LLOfT #To ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : <hashtag> topstories breaking news : explosion , injuries reported at fertilizer plant near waco in <url> <hashtag> to . <repeat>"
36,324713222009651200,Prayers #Waco #Texas #tx,Outsiders,Sympathy and support,Related - but not informative,prayers <hashtag> waco <hashtag> texas <hashtag> tx
37,324713381376434176,RT @posh_jeterson: So many bad things happening this week. #boston #collinsvillewhitesboro #west,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : so many bad things happening this week . <hashtag> boston <hashtag> collinsvillewhitesboro <hashtag> west
38,324713712730660864,"LIVE VIDEO of situation in West, Texas from @CBSDFW - http://t.co/SIRFvkbChG",Media,Other Useful Information,Related and informative,"live <allcaps> video <allcaps> of situation in west , texas from <user> - <url>"
39,324713976980189185,RT @SafeFamiliesDFW: Please join us in praying for those injured &amp; effected by the fertilizer plant explosion in Waco #prayforwaco,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : please join us in praying for those injured & effected by the fertilizer plant explosion in waco <hashtag> prayforwaco
40,324715289801531393,Official: Several injured in Texas plant explosion http://t.co/c9PTjgIvQ4,Government,Affected individuals,Related and informative,official : several injured in texas plant explosion <url>
41,324715566625611776,Sending hope and prayers to the people in Waco Texas.,Outsiders,Sympathy and support,Related - but not informative,sending hope and prayers to the people in waco texas .
42,324716342550880258,RT @la_la_laura15: Live for today cause tomorrow isn't promised. #PrayForBoston #PrayForWest #PrayForTheWorld,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : live for today cause tomorrow is n't promised . <hashtag> prayforboston <hashtag> prayforwest <hashtag> prayfortheworld
43,324716539712532481,Another explosion in Waco TX omg whyyy,Outsiders,Sympathy and support,Related - but not informative,another explosion in waco tx <allcaps> omg why <elong>
44,324716732637921280,RT @AC360: #Breaking: reports of an explosion at #Texas fertilizer plant #AC360,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> breaking : reports of an explosion at <hashtag> texas fertilizer plant <hashtag> ac <allcaps> <number>
45,324716795531505664,"Explosion in Waco, Texas... things are getting real!",Media,Other Useful Information,Related and informative,"explosion in waco , texas . <repeat> things are getting real !"
46,324716816523993088,Explosion In Waco :o Thats About 2 Hours From Here/.\,Outsiders,Other Useful Information,Related - but not informative,explosion in waco : o thats about <number> hours from here / . \
47,324716921369022465,"RT @garytx: Anhydrous ammonia tank now on fire at West, TX fertilizer plant. That's bad stuff. #txfire",Outsiders,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : anhydrous ammonia tank now on fire at west , tx <allcaps> fertilizer plant . that 's bad stuff . <hashtag> txfire"
48,324717336600915969,"RT @CNN: Explosion hits fertilizer plant north of Waco, Texas. Dozens hurt. http://t.co/2p7iMgqRET",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : explosion hits fertilizer plant north of waco , texas . dozens hurt . <url>"
49,324717542151159810,"RT @rosemaryCNN: Aeiral shots on #CNN right now of aftermath of massive explsion at Texas fertilizer plant, north of Waco. About 100ppl  ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : aeiral shots on <hashtag> cnn <allcaps> <allcaps> right now of aftermath of massive explsion at texas fertilizer plant , north of waco . about <number> ppl . <repeat>"
50,324717571477737472,Texas is in HiGh Alert there was a Waco explosion I'm sooo scared pray people this is soo freighting omg I'm scared,Outsiders,Sympathy and support,Related - but not informative,texas is in high alert there was a waco explosion i 'm so <elong> scared pray people this is soo freighting omg i 'm scared
51,324717705716457472,Another explosion in Texas?? What's going on ? 😱😱,Outsiders,Sympathy and support,Related - but not informative,another explosion in texas ? <repeat> what 's going on ?
53,324717944795979776,#instacollage #prayforwest #prayforboston #sad http://t.co/DpYgyhiY6o,Outsiders,Sympathy and support,Related - but not informative,<hashtag> instacollage <hashtag> prayforwest <hashtag> prayforboston <hashtag> sad <url>
54,324717982532132864,RT @AC360: #Breaking: explosion at #Texas fertilizer plant. Stay with us for the latest details. #AC360,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> breaking : explosion at <hashtag> texas fertilizer plant . stay with us for the latest details . <hashtag> ac <allcaps> <number>
55,324718158701285377,I heard storms might be moving through Texas tonight? I hope they skip over Waco. Storms won't do the situation any good.,Not labeled,Not labeled,Not related,i heard storms might be moving through texas tonight ? i hope they skip over waco . storms wo n't do the situation any good .
56,324718515204521984,"RT @MiguelAJ: Sending thoughts and prayers to the people of West, TX. #westexplosion damn. :(",Outsiders,Sympathy and support,Related - but not informative,"rt <allcaps> <user> : sending thoughts and prayers to the people of west , tx <allcaps> . <hashtag> westexplosion damn . <sadface>"
57,324718703948214272,RT @911BUFF: TEXAS EXPLOSION: ANOTHER CHEMICAL TANK ON FIRE AT FERTILIZER PLANT. POLICE URGING EVERYONE IN 30 MILE RADIUS TO EVACUATE NO ...,Media,Caution and advice,Related and informative,rt <allcaps> <user> : texas <allcaps> explosion <allcaps> : another <allcaps> chemical <allcaps> tank <allcaps> on <allcaps> fire <allcaps> at <allcaps> fertilizer <allcaps> plant <allcaps> . police <allcaps> urging <allcaps> everyone <allcaps> in <allcaps> <number> mile <allcaps> radius <allcaps> to <allcaps> evacuate <allcaps> no <allcaps> . <repeat>
58,324718867530268672,"Holy shit... ANOTHER EXPLOSION in Waco, TX?!?!  Come on @BarackObama - can't you just make explosions illegal?",Outsiders,Other Useful Information,Related - but not informative,"holy shit . <repeat> another <allcaps> explosion <allcaps> in waco , tx <allcaps> ! <repeat> come on <user> - ca n't you just make explosions illegal ?"
59,324719039484133377,RT @ovo_xo: Crazy.. #Waco #Texas http://t.co/7hkDeCckq7,Outsiders,Other Useful Information,Related - but not informative,rt <allcaps> <user> : crazy . <repeat> <hashtag> waco <hashtag> texas <url>
60,324719106622365696,RT @h3yvawn: what the fuck is happening in texas? what explosion? the world is getting crazier and crazier by the day man 😔,Outsiders,Infrastructure and utilities,Related - but not informative,rt <allcaps> <user> : what the fuck is happening in texas ? what explosion ? the world is getting crazier and crazier by the day man
61,324719601529270273,RT @NewsBreaker: BREAKING: CBS 11: Entire town of West Texas under evacuation; toxic fumes may be spreading south,Media,Affected individuals,Related and informative,rt <allcaps> <user> : breaking <allcaps> : cbs <allcaps> <number> entire town of west texas under evacuation ; toxic fumes may be spreading south
62,324720117424472064,Cientos de personas heridas en explosion de planta de fertilizantes en Texas,Not labeled,Not labeled,Not applicable,cientos de personas heridas en explosion de planta de fertilizantes en texas
63,324720142586089472,Here's our web story for the latest #WestExplosion http://t.co/9iRMHnrmXH,Media,Affected individuals,Related and informative,here 's our web story for the latest <hashtag> westexplosion <url>
65,324720583004786689,RT @PoliceClips: Getting report out of Waco Texas of an explosion at a fertilizer plant with multiple injuries.1st responders injured2 h ...,Media,Affected individuals,Related and informative,rt <allcaps> <user> : getting report out of waco texas of an explosion at a fertilizer plant with multiple injuries <number> st responders injured <number> h . <repeat>
66,324720616546631680,RT @911BUFF: BREAKING NEWS - TEXAS EXPLOSION U/D - ENTIRE TOWN OF WEST TEXAS UNDER EVACUATION. TOXIC FUMES SPREADING. EMS COMMAND POST E ...,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : breaking <allcaps> news <allcaps> - texas <allcaps> explosion <allcaps> u / d - entire <allcaps> town <allcaps> of <allcaps> west <allcaps> texas <allcaps> under <allcaps> evacuation <allcaps> . toxic <allcaps> fumes <allcaps> spreading <allcaps> . ems <allcaps> command <allcaps> post <allcaps> e . <repeat>
67,324721056952750080,Fertilizer plant explosion near Waco caught on camera http://t.co/wg5tRbmTL9,Media,Other Useful Information,Related and informative,fertilizer plant explosion near waco caught on camera <url>
68,324721283440971776,RT @reyna6467: @MariaESalinas //WACO Texas explotion!!! http://t.co/V687GKwB6Q,Outsiders,Other Useful Information,Related - but not informative,rt <allcaps> <user> : <user> / / waco <allcaps> texas explotion ! <repeat> <url>
69,324721463804444672,"Praying for TX friends in West (15 min. N. of my hometown, Waco) as they fight to survive and recover from explosions at fertilizer plant",Outsiders,Sympathy and support,Related - but not informative,"praying for tx <allcaps> friends in west -LRB- <number> min . n. of my hometown , waco -RRB- as they fight to survive and recover from explosions at fertilizer plant"
70,324721769984425985,UPDATE: Explosion at West plant injures firefighters http://t.co/AgU1Kp2GfL vía @wacotrib,Media,Affected individuals,Related and informative,update <allcaps> : explosion at west plant injures firefighters <url> va <user>
71,324721916776693760,"Correction: explosion occurred in #West, #TX, 18 miles north of #Waco. #westexplosion",Outsiders,Infrastructure and utilities,Related and informative,"correction : explosion occurred in <hashtag> west , <hashtag> tx <allcaps> , <allcaps> <number> miles north of <hashtag> waco . <hashtag> westexplosion"
72,324723137319149568,RT @YourAnonNews: Incredible still image taken from video capturing West Texas fertizlier plant explosion - (FOX 44) | http://t.co/PAAIz ...,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : incredible still image taken from video capturing west texas fertizlier plant explosion - -LRB- fox <allcaps> <number> -RRB- | <url> . <repeat>
73,324724093628870657,@CauseIM_OB West Texas fertilizer plant exploded destroying every building for a mile,Outsiders,Infrastructure and utilities,Related and informative,<user> west texas fertilizer plant exploded destroying every building for a mile
74,324724198494855168,RT @foxaustin: An explosion at a fertilizer plant near Waco caused numerous injuries and sent flames into the sky http://t.co/2DZpZlsRi4,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : an explosion at a fertilizer plant near waco caused numerous injuries and sent flames into the sky <url>
75,324724462736011267,"RT @NewsBreaker: DEVELOPING: Scanner: Another chemical tank now on fire at the fertilizer explosion, fire dispatch … advising crews to p ...",Media,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> : developing <allcaps> : scanner : another chemical tank now on fire at the fertilizer explosion , fire dispatch advising crews to p . <repeat>"
76,324724676637106176,"Ok universe, jokes over now. 2 ricin letters, Boston bombing, and fertilizer explosion now?!?",Outsiders,Sympathy and support,Related - but not informative,"ok universe , jokes over now . <number> ricin letters , boston bombing , and fertilizer explosion now ? <repeat>"
77,324724680839806976,"Getting live updates from @911BUFF on this Waco, Texas explosion #crazy",Media,Affected individuals,Related and informative,"getting live updates from <user> on this waco , texas explosion <hashtag> crazy"
78,324725008008093697,RT @911BUFF: TEXAS EXPLOSION: HALF OF THE TOWN LEVELED! FERTILIZER THAT EXPLODED MOST DANGEROUS ONE IN THE PLANT. AT LEAST 5 DEAD! #911BUFF,Media,Affected individuals,Related and informative,rt <allcaps> <user> : texas <allcaps> explosion <allcaps> : half <allcaps> of <allcaps> the <allcaps> town <allcaps> leveled <allcaps> ! fertilizer <allcaps> that <allcaps> exploded <allcaps> most <allcaps> dangerous <allcaps> one <allcaps> in <allcaps> the <allcaps> plant <allcaps> . at <allcaps> least <allcaps> <number> dead <allcaps> ! <hashtag> <number> buff <allcaps>
79,324725096054931457,"“@BreakingNews: Texas authorities advise West, Texas, residences to leave town immediately following explosion. My god what's happening",Media,Affected individuals,Related and informative,"<user> : texas authorities advise west , texas , residences to leave town immediately following explosion . my god what 's happening"
80,324725280621084672,@Viridiana_bm todas las casas de al menos 4 manzanas resultaro averiada por explosion en texas,Not labeled,Not labeled,Not applicable,<user> todas las casas de al menos <number> manzanas resultaro averiada por explosion en texas
81,324725712626008064,"RT @junkgypsy: texas, our texas. 4 west, 4 emergency workers, 4 loved ones...let us pray. #westexplosion",Eyewitness,Sympathy and support,Related - but not informative,"rt <allcaps> <user> : texas , our texas . <number> west , <number> emergency workers , <number> loved ones . <repeat> let us pray . <hashtag> westexplosion"
82,324726010421592065,What's going on with the world right now? #prayfortexas,Outsiders,Sympathy and support,Related - but not informative,what 's going on with the world right now ? <hashtag> prayfortexas
83,324726035583209472,Omg #prayfortexas .. OMG  @wanknoskians UM HELLO WHERE WHAT IS THIS WHERE R U DORA !,Outsiders,Sympathy and support,Related - but not informative,omg <hashtag> prayfortexas . <repeat> omg <allcaps> <user> um <allcaps> hello <allcaps> where <allcaps> what <allcaps> is <allcaps> this <allcaps> where <allcaps> r u dora <allcaps> !
84,324726190785060866,RT @yonkersoem40: RT @WestISD: Law enforcement is advising residents to leave town immediately  #WestExplosion #txfire #Waco #TX,Government,Caution and advice,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : law enforcement is advising residents to leave town immediately <hashtag> westexplosion <hashtag> txfire <hashtag> waco <hashtag> tx <allcaps> <allcaps>
85,324726211764961280,"RT @NewsBreaker: BREAKING: KXXV-TV reporting five firefighters, one police officer dead due to explosion at fertilizer plant in West, TX ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : breaking <allcaps> : kxxv <allcaps> - tv <allcaps> reporting five firefighters , one police officer dead due to explosion at fertilizer plant in west , tx <allcaps> . <repeat>"
86,324726610211270657,"RT @YourAnonNews: Blair's Cove Apartments are offering housing, they have +25 units available. Their number is 254-447-0810 #WestExplosion",Media,Donations and volunteering,Related and informative,"rt <allcaps> <user> : blair 's cove apartments are offering housing , they have <number> units available . their number is <number> <number> <number> <hashtag> westexplosion"
87,324726660547104770,"RT @cnnbrk: People in West, Texas, being evacuated over fear that fertilizer tank may explode, after major blast at same plant. http://t ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : people in west , texas , being evacuated over fear that fertilizer tank may explode , after major blast at same plant . <url> . <repeat>"
88,324726975132495874,@cass_lc that was an explosion a few hours ago in the town of West near Waco. Hundreds injured. At least 60 dead http://t.co/FVkmwnvnNV,Outsiders,Affected individuals,Related and informative,<user> that was an explosion a few hours ago in the town of west near waco . hundreds injured . at least <number> dead <url>
89,324726996099817472,RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time.,Media,Affected individuals,Related and informative,rt <allcaps> <user> : news from hillcrest hospital ceo <allcaps> on west explosion : <number> patients treated so far . no deaths at this time .
90,324727176446500864,"RT @YourAnonNews: KWTV reporting 5 dead so far in #West, #Texas as a result of a fertilizer factory explosion. Over 60 injuries. #Waco # ...",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : kwtv <allcaps> reporting <number> dead so far in <hashtag> west , <hashtag> texas as a result of a fertilizer factory explosion . over <number> injuries . <hashtag> waco # . <repeat>"
91,324727180661764096,RT @pushingyayo: #prayforboston #prayfortexas #prayforhumanity,Outsiders,Sympathy and support,Related - but not informative,rt <allcaps> <user> : <hashtag> prayforboston <hashtag> prayfortexas <hashtag> prayforhumanity
92,324727314850144256,RT @CNN: Explosion at a Texas fertilizer plant may have injured more than 100. Details and video live on @CNN TV.,Media,Affected individuals,Related and informative,rt <allcaps> <user> : explosion at a texas fertilizer plant may have injured more than <number> details and video live on <user> tv <allcaps> .
93,324727587509239809,"RT @jessicadpeters: After seeing news on West explosion, @SusanPeters85 calls her closest friends &amp; goes 2 the hospital. So thankful ...",Outsiders,Affected individuals,Related - but not informative,"rt <allcaps> <user> : after seeing news on west explosion , <user> calls her closest friends & goes <number> the hospital . so thankful . <repeat>"
94,324727742681731073,"RT @KshaClark: A fertilizer plant exploded.... believing to have injured or killed hundreds. That's what I read, #PrayForTexas",Outsiders,Affected individuals,Related and informative,"rt <allcaps> <user> : a fertilizer plant exploded . <repeat> believing to have injured or killed hundreds . that 's what i read , <hashtag> prayfortexas"
95,324728061440446464,"60-70 reported dead in tonight's fertilizer plant explosion, hundreds more injured",Outsiders,Affected individuals,Related and informative,"<number> <number> reported dead in tonight 's fertilizer plant explosion , hundreds more injured"
96,324728061444636672,@BuzzFeedAndrew: EMS Director Says 60 To 70 Dead In West Explosion: http://t.co/aHKA41bBeP ll CNN confirming?,Media,Affected individuals,Related and informative,<user> : ems <allcaps> director says <number> to <number> dead in west explosion : <url> ll cnn <allcaps> confirming ?
97,324728086618849280,RT @911BUFF: BREAKING NEWS! TEXAS EXPLOSION: FIVE FIREFIGHTERS AND ONE POLICE OFFICER DEAD IN EXPLOSION AT FERTILIZER PLANT. FOX. 'PRAY  ...,Media,Affected individuals,Related and informative,rt <allcaps> <user> : breaking <allcaps> news <allcaps> ! texas <allcaps> explosion <allcaps> : five <allcaps> firefighters <allcaps> and <allcaps> one <allcaps> police <allcaps> officer <allcaps> dead <allcaps> in <allcaps> explosion <allcaps> at <allcaps> fertilizer <allcaps> plant <allcaps> . fox <allcaps> . ` pray <allcaps> . <repeat>
99,324728258589491200,"Se produjo una explosión en una planta de fertilizantes en Waco, Texas http://t.co/1MDwsdroIB",Not applicable,Not applicable,Related and informative,"se produjo una explosin en una planta de fertilizantes en waco , texas <url>"
100,324728384414437376,"Damn RT @NewsBreaker: BREAKING: KXXV-TV reporting five firefighters, one police officer dead due to explosion at fertilizer plant in West,TX",Media,Affected individuals,Related and informative,"damn rt <allcaps> <user> : breaking <allcaps> : kxxv <allcaps> - tv <allcaps> reporting five firefighters , one police officer dead due to explosion at fertilizer plant in west , tx <allcaps>"
101,324728531206680576,RT @MissAndrist: #PrayForWest It was a fire -&gt; ammonium nitrate explosion. Vol. firefighter who told mgr was his employee. Now cannot ...,Outsiders,Sympathy and support,Related and informative,rt <allcaps> <user> : <hashtag> prayforwest it was a fire - > ammonium nitrate explosion . vol . firefighter who told mgr was his employee . now can not . <repeat>
102,324728619303849984,"Just heard about the explosion in #West. Totally shocked, Nick's grandparents live there. So sad. http://t.co/M31qUKWmRg",Eyewitness,Affected individuals,Related - but not informative,"just heard about the explosion in <hashtag> west . totally shocked , nick 's grandparents live there . so sad . <url>"
103,324728657052594176,"RT @prsarahevans: Able to offer housing to victims of #waco #westtexas explosion? Tweet, DM or email info and I'll compile a list: prsar ...",NGOs,Donations and volunteering,Related and informative,"rt <allcaps> <user> : able to offer housing to victims of <hashtag> waco <hashtag> westtexas explosion ? tweet , dm <allcaps> or email info and i 'll compile a list : prsar . <repeat>"
104,324728740934451200,Just heard about the explosion in #Waco that is spreading. I pray The Lord heals and keeps all safe! #prayfortexas,Outsiders,Sympathy and support,Related - but not informative,just heard about the explosion in <hashtag> waco that is spreading . i pray the lord heals and keeps all safe ! <hashtag> prayfortexas
105,324729151967870976,"RT @CBS11JasonAllen: Had to back off our location in #West. Fire, tank explosions too close. Working our way to a new location.",Media,Other Useful Information,Related and informative,"rt <allcaps> <user> : had to back off our location in <hashtag> west . fire , tank explosions too close . working our way to a new location ."
106,324729281999691777,"RT @GaltsGirl: If you have family in #West, Texas the emergency number for information is 254-202-1100",Outsiders,Caution and advice,Related and informative,"rt <allcaps> <user> : if you have family in <hashtag> west , texas the emergency number for information is <number> <number> <number>"
