,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness,tweet_cleaned
10,378045630251147265,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : video <allcaps> : flooding at <number> th st underpass in <hashtag> boulder tonight <url> <hashtag> boulderflood
11,378046271996440576,RT @BoulderCh1News: scanner #boulderflood reports Lee Road rock slide road is closed,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : scanner <hashtag> boulderflood reports lee road rock slide road is closed
12,378047710659502080,"RT @elaine: With the #Boulderflood, remember to check and trust your sources before you Retweet. Don't go around spreading false informatio…",Outsiders,Caution and advice,Related - but not informative,"rt <allcaps> <user> : with the <hashtag> boulderflood , remember to check and trust your sources before you retweet . do n't go around spreading false informatio"
13,378048146850328576,"Pray for Boulder, Colorado #boulderflood",Outsiders,Sympathy and support,Related - but not informative,"pray for boulder , colorado <hashtag> boulderflood"
14,378049119924674561,RT @ShoutSteph: And I thought living on boulder creek would be a good thing... #flashflood #boulderflood #bouldercreek http://t.co/fe1LuXPp…,Eyewitness,Other Useful Information,Related - but not informative,rt <allcaps> <user> : and i thought living on boulder creek would be a good thing . <repeat> <hashtag> flashflood <hashtag> boulderflood <hashtag> bouldercreek <url>
15,378050260792119297,"Evacuation order for the town of #Jamestown, #CO. Torrential #flooding rain in the Front Range Urban Corridor, N of I-70 #COwx #Boulderflood",Outsiders,Caution and advice,Related and informative,"evacuation order for the town of <hashtag> jamestown , <hashtag> co <allcaps> . <allcaps> torrential <hashtag> flooding rain in the front range urban corridor , n of i <number> <hashtag> co <allcaps> wx <hashtag> boulderflood"
16,378050491474657280,RT @ShanaCordon: Evacuation bags are ready by the front door. Now hoping for some rest. Be safe &amp; well #Boulder friends. #boulderflood #cowx,Eyewitness,Sympathy and support,Related and informative,rt <allcaps> <user> : evacuation bags are ready by the front door . now hoping for some rest . be safe & well <hashtag> boulder friends . <hashtag> boulderflood <hashtag> cowx
17,378051825254952960,"I GET 5078 REALL FOLLOWERS! http://t.co/qrF5dpD3ak  ✈#BestRapper,#boulderflood,#PutinsFavoriteFlicks,#Remember911,#in http://t.co/Qi1ROyZilU",Not labeled,Not labeled,Not related,"i get <allcaps> <number> reall <allcaps> followers <allcaps> ! <url> <hashtag> bestrapper , #boulderflood , #putinsfavoriteflicks , #remember <number> #in <url>"
18,378053515563659264,"GO=&gt;http://t.co/b1BmzMHtsK #BestRapper,#boulderflood,#PutinsFavoriteFlicks,#Remember911,#ini http://t.co/yrSTbef6x8",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> <hashtag> bestrapper , #boulderflood , #putinsfavoriteflicks , #remember <number> #ini <url>"
19,378053637177475072,Anyone wanna go skinny dipping? #boulderflood,Not labeled,Not labeled,Not related,anyone wan na go skinny dipping ? <hashtag> boulderflood
20,378054652215824384,"#Breaking: Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/bN3gBLKHQg",Media,Caution and advice,Related and informative,"<hashtag> breaking : jamestown , colorado , is under mandatory evacuation order due to flash flooding - <user> <url>"
21,378054979380334592,"The weather is crazy over here..we have rivers now, &amp; some students are evacuating the dorms while others went mud sliding xD #boulderflood",Eyewitness,Affected individuals,Related and informative,"the weather is crazy over here . <repeat> we have rivers now , & some students are evacuating the dorms while others went mud sliding xd <hashtag> boulderflood"
22,378055482704814082,Damnit @twitter take care of the spammers using #BoulderFlood,Outsiders,Other Useful Information,Related - but not informative,damnit <user> take care of the spammers using <hashtag> boulderflood
23,378056556413079552,RT @NWSBoulder Significant flooding at the Justice Center in #boulderflood #COwx,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> significant flooding at the justice center in <hashtag> boulderflood <hashtag> co <allcaps> wx
24,378056971686932480,RT @TimesCall: #Westminster and #Thornton swift-water dive teams en route to #Boulder in case they are needed. #boulderflood #cowx,Outsiders,Donations and volunteering,Related and informative,rt <allcaps> <user> : <hashtag> westminster and <hashtag> thornton swift-water dive teams en route to <hashtag> boulder in case they are needed . <hashtag> boulderflood <hashtag> cowx
25,378057261081714688,"#russelladler #news Jamestown, Colorado, is under mandatory evacuation order due to flash flooding - @dailycamera http://t.co/yyqbHZajQz",Media,Caution and advice,Related and informative,"<hashtag> russelladler <hashtag> news jamestown , colorado , is under mandatory evacuation order due to flash flooding - <user> <url>"
26,378058611638796288,RT @TxStormChasers: RT @odog: Sleeping above ground tonight. Stay safe #boulderflood #boulder http://t.co/MgacEwLoKC #cowx,Eyewitness,Sympathy and support,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : sleeping above ground tonight . stay safe <hashtag> boulderflood <hashtag> boulder <url> <hashtag> cowx
27,378059840569880576,HOLY SHIT. Boulder creek water volume for the last year. Be careful. #boulder #boulderflood http://t.co/TfBOR1iUfF http://t.co/2qEYyqHbwk,Outsiders,Caution and advice,Related - but not informative,holy <allcaps> shit <allcaps> . boulder creek water volume for the last year . be careful . <hashtag> boulder <hashtag> boulderflood <url> <url>
28,378061807681695744,"#Boulder #Colorado has like 340 days of sunshine a year. Now the #BoulderFlood ? That just proves if we are gonna do it, we do it big!",Outsiders,Other Useful Information,Related and informative,"<hashtag> boulder <hashtag> colorado has like <number> days of sunshine a year . now the <hashtag> boulderflood ? that just proves if we are gon na do it , we do it big !"
29,378066689885077504,Links for information on #Boulderflood from @BoulderOEM @CUBoulder @NWSBoulder @bouldercolorado #cowx  http://t.co/6QwHS0KLQ5,Media,Other Useful Information,Related and informative,links for information on <hashtag> boulderflood from <user> <user> <user> <user> <hashtag> cowx <url>
30,378067142844747776,#socy2044  will there be looting? Or an increase in crime this weekend?#boulderflood,Outsiders,Other Useful Information,Related and informative,<hashtag> socy <number> will there be looting ? or an increase in crime this weekend ? <hashtag> boulderflood
31,378069365855621120,RT @TxStormChasers: Scanner: Highway 66 going into Lyons is underwater from the west at the Diamond Shamrock. #cowx  #boulderflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : scanner : highway <number> going into lyons is underwater from the west at the diamond shamrock . <hashtag> cowx <hashtag> boulderflood
32,378069734916251648,rain again picking up in dwtn bldr #boulderflood,Eyewitness,Other Useful Information,Related and informative,rain again picking up in dwtn bldr <hashtag> boulderflood
33,378071202931032064,For updates on additional evacuation points throughout Boulder County for #boulderflood visit http://t.co/zbOLD3UJEQ,Media,Caution and advice,Related and informative,for updates on additional evacuation points throughout boulder county for <hashtag> boulderflood visit <url>
34,378071806902407168,"GO=&gt;http://t.co/Says6bwdOX ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#Remember911,#PutinsFavoriteFlicks,#init http://t.co/AGYCYdTaIX",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> rtfollowmeifollowyou <allcaps> <hashtag> boulderflood , #bestrapper , #remember <number> #putinsfavoriteflicks , #init <url>"
35,378072872280788992,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : video <allcaps> : flooding at <number> th st underpass in <hashtag> boulder tonight <url> <hashtag> boulderflood
36,378075674088448001,"Flash floods wash away homes, kill at least one near Boulder, Colorado - U.S. News http://t.co/P5mHLfbnLR via @NBCnews",Media,Affected individuals,Related and informative,"flash floods wash away homes , kill at least one near boulder , colorado - u.s. news <url> via <user>"
37,378078203228585985,RT @USATODAY: #BREAKING: Severe floods strike Colorado http://t.co/JkvGm4hDu8,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : <hashtag> breaking <allcaps> : <allcaps> severe floods strike colorado <url>
38,378078320690081792,"NEW  F O L L O W E R S=&gt;http://t.co/0CJzDlNh5b   ✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#RedEye,S http://t.co/81QZvCKE5c",Not labeled,Not labeled,Not related,"new <allcaps> f o l l o w e r s = > <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #redeye , s <url>"
39,378079067255238656,At least 1 dead in Colo. flooding: Severe flooding in Jamestown in Colorado's Boulder County killed one person... http://t.co/4IwenaofFy,Outsiders,Affected individuals,Related and informative,at least <number> dead in colo. flooding : severe flooding in jamestown in colorado 's boulder county killed one person . <repeat> <url>
40,378079650250907648,RT @denverpost: UPDATE: Massive flooding has destroyed multiple homes in Boulder County: http://t.co/b2SOQOEIWb #COwx #BoulderFlood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : update <allcaps> : massive flooding has destroyed multiple homes in boulder county : <url> <hashtag> co <allcaps> wx <hashtag> boulderflood
41,378081462223777793,"S/O to @CUBoulder, @dailycamera, and @bouldercounty for being on their game tonight. Thanks for the updates and alerts! #BoulderFlood",Outsiders,Caution and advice,Related - but not informative,"s / o to <user> , <user> , and <user> for being on their game tonight . thanks for the updates and alerts ! <hashtag> boulderflood"
42,378082263302299649,Did you know? Via @bouldercolorado: #Boulder is the #1 flash flood risk community in Colorado. #Boulderflood http://t.co/BIuwhpDQfL #COwx,Media,Other Useful Information,Related and informative,did you know ? via <user> : <hashtag> boulder is the <hashtag> <number> flash flood risk community in colorado . <hashtag> boulderflood <url> <hashtag> co <allcaps> wx
43,378082875687464960,"RT @__yungsavvy: GO=&gt;http://t.co/lAcESTnam4 ★RT★FOLLOW ME★IFOLLOWYOU✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#RedEye http…",Not labeled,Not labeled,Not related,"rt <allcaps> <user> : go <allcaps> = > <url> rtfollow <allcaps> meifollowyou <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #redeye http"
44,378084154937585664,RT @Kacyyy: @9NEWS our new front yard pond #boulderflood http://t.co/Lg7vETN7Pd,Eyewitness,Other Useful Information,Related - but not informative,rt <allcaps> <user> : <user> our new front yard pond <hashtag> boulderflood <url>
45,378086243705184256,RT @Muffissness: RT @LouiseMase Can't believe a few hours ago it was just a bit of heavy rain.. Escalated ridiculously quickly #boulderflood,Media,Affected individuals,Related - but not informative,rt <allcaps> <user> : rt <allcaps> <user> ca n't believe a few hours ago it was just a bit of heavy rain . <repeat> escalated ridiculously quickly <hashtag> boulderflood
46,378086805771268096,One Dead as Flash Flooding Hits Parts of Colorado http://t.co/K4XbG0R6gJ,Media,Affected individuals,Related and informative,one dead as flash flooding hits parts of colorado <url>
47,378088110170451969,Flooding in Colorado kills 1:        http://t.co/5iROFQunkN,Media,Affected individuals,Related and informative,flooding in colorado kills <number> <url>
48,378088743527124992,"GO=&gt;http://t.co/Q8TxiJlUWc ♥AND♥RT♥IF♥WANT♥NEW♥FOLLOWERS✔#boulderflood,#BestRapper,#cowx,#initialsofsomeonespecial, http://t.co/tMD9MnLG4B",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> andrtifwantnewfollowers <allcaps> <hashtag> boulderflood , #bestrapper , #cowx , #initialsofsomeonespecial , <url>"
49,378095349547552768,T'storms crossing I-25 toward #Longmont. Strong storm sitting over #Brighton tracking NE. #9wx forecast on #9News now http://t.co/uqO7mgWQoj,Media,Other Useful Information,Related and informative,t ` storms crossing i <number> toward <hashtag> longmont . strong storm sitting over <hashtag> brighton tracking ne <allcaps> . <hashtag> <number> wx forecast on <hashtag> <number> news now <url>
50,378097819992592384,#BREAKING: @CUBoulderPolice say Approx. 400-500 #CUBoulder Family Housing residents evacuated.  #boulderflood #9NewsMornings,Government,Affected individuals,Related and informative,<hashtag> breaking <allcaps> : <allcaps> <user> say approx . <number> <number> <hashtag> cub <allcaps> oulder family housing residents evacuated . <hashtag> boulderflood <hashtag> <number> newsmornings
51,378101922013532160,BREAKING NEWS: US 36 is now open from Sheridan to McCaslin #9wx #cotraf #boulderflood,Media,Infrastructure and utilities,Related and informative,breaking <allcaps> news <allcaps> : us <allcaps> <number> is now open from sheridan to mccaslin <hashtag> <number> wx <hashtag> cotraf <hashtag> boulderflood
52,378101930414710784,RT @JeremyHubbard: Another great pic of #Boulderflood from Instagram. #Boulder @KDVR brandash's photo http://t.co/Ng3nnDaDpg,Outsiders,Other Useful Information,Related - but not informative,rt <allcaps> <user> : another great pic of <hashtag> boulderflood from instagram . <hashtag> boulder <user> brandash 's photo <url>
53,378102945448853505,RT @Greeblemonkey: The original of the photo that is floating everywhere for #boulderflood @brandash's photo http://t.co/Mxz914VLJZ,Media,Other Useful Information,Related and informative,rt <allcaps> <user> : the original of the photo that is floating everywhere for <hashtag> boulderflood <user> 's photo <url>
54,378105671729684482,"RT @AP: Heavy rains cause flash flooding in Colorado, collapsing homes and leaving at least one person dead: http://t.co/8SuXHamB9g #Boulder",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : heavy rains cause flash flooding in colorado , collapsing homes and leaving at least one person dea <smile> <url> <hashtag> boulder"
55,378109257842827264,"RT @nicollefagan: Rivalries aside, keep those affected by the #BoulderFlood in your thoughts and prayers. Hopefully no more lives are taken…",Outsiders,Sympathy and support,Related - but not informative,"rt <allcaps> <user> : rivalries aside , keep those affected by the <hashtag> boulderflood in your thoughts and prayers . hopefully no more lives are taken"
56,378111510205464576,"RT @breakingstorm: Extremely dangerous and life threatening situation in Boulder, Colorado, area as flash flooding continues - @usNWSgov ht…",Media,Other Useful Information,Related and informative,"rt <allcaps> <user> : extremely dangerous and life threatening situation in boulder , colorado , area as flash flooding continues - <user> ht"
57,378112919499579392,One person killed and homes destroyed after flash floods wreak havoc in Colorado http://t.co/mLSFP2d6GM,Media,Affected individuals,Related and informative,one person killed and homes destroyed after flash floods wreak havoc in colorado <url>
58,378113326342885376,"GET NEW F O L L O WERS? Visit http://t.co/gyDr3CksAf  #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/B0NUdMDayP",Not labeled,Not labeled,Not related,"get <allcaps> new <allcaps> f o l l o wers <allcaps> ? visit <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #musi <url>"
59,378115570287542273,#DEVELOPING | 1 Dead as Flash Flooding Hits Parts of Colorado http://t.co/RDMF3TkiQH [via @AP],Media,Affected individuals,Related and informative,<hashtag> developing <allcaps> <allcaps> | <number> dead as flash flooding hits parts of colorado <url> -LSB- via <user> -RSB-
60,378118359511887872,Everyone stay safe in the #BoulderFlood! Especially those having to be evacuated. It's getting dangerous.,Outsiders,Sympathy and support,Related and informative,everyone stay safe in the <hashtag> boulderflood ! especially those having to be evacuated . it 's getting dangerous .
61,378120104312991744,"GO=&gt;http://t.co/Xvxx1KW39m #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, http://t.co/FHOoVObeFy",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music , <url>"
62,378122012742668288,One person #killed and homes #destroyed after flash floods wreak havoc in #Colorado - Sep 12 @ 7:44 AM ET http://t.co/V3o4BAZiFI,Media,Affected individuals,Related and informative,one person <hashtag> killed and homes <hashtag> destroyed after flash floods wreak havoc in <hashtag> colorado - sep <number> @ <number> am <allcaps> et <allcaps> <url>
63,378122033697402880,"RT @reedtimmerTVN: LIFE THREATENING flash #flooding in Colorado Foothills including Colorado Springs, Fort Collins, and Boulder areas http:…",Media,Other Useful Information,Related and informative,"rt <allcaps> <user> : life <allcaps> threatening <allcaps> flash <hashtag> flooding in colorado foothills including colorado springs , fort collins , and boulder areas http :"
64,378122948064067584,RT @breakingstorm: 2nd death related to Colorado flooding reported - @9NEWS; for more: http://t.co/DfOjwyccDP,Media,Affected individuals,Related and informative,rt <allcaps> <user> : <number> nd death related to colorado flooding reported - <user> ; for more : <url>
65,378127377240293376,"Visit=&gt;http://t.co/CbecmqI2y4  AND★RT★IF★YOU★WANT★FOLLOWERS★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx http://t.co/iLZ0Tr5P8G",Not labeled,Not labeled,Not applicable,"visit = > <url> andrtifyouwantfollowers <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx <url>"
66,378127477928783872,Student captures flash flooding on University of Colorado campus http://t.co/VMQc9BBU43,Outsiders,Infrastructure and utilities,Related and informative,student captures flash flooding on university of colorado campus <url>
67,378128681677234176,#Colorado flooding kills two. @ryanparkerdp  http://t.co/Pqi3EpjGj3 …,Media,Affected individuals,Related and informative,<hashtag> colorado flooding kills two . <user> <url>
68,378129197576642562,"RT &amp; VISIT 4 GAIN FOLLOWERS=&gt;http://t.co/PFVY23FTBV  ★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/za8uubIZAH",Not labeled,Not labeled,Not related,"rt <allcaps> & visit <allcaps> <number> gain <allcaps> followers <allcaps> = > <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #musi <url>"
69,378130011292979200,RT @ryanparkerdp: STRESS: OEM warns DO NOT leave your home if you do not have to. DO NOT DRIVE in Boulder. Period. #boulderflood,Media,Caution and advice,Related and informative,rt <allcaps> <user> : stress <allcaps> : oem <allcaps> warns do <allcaps> not <allcaps> leave your home if you do not have to . do <allcaps> not <allcaps> drive <allcaps> in boulder . period . <hashtag> boulderflood
70,378130057396371456,"I GET 8036 REALL FOLLOWERS! http://t.co/cn38YSxOWS  ✈#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music http://t.co/1tgnsWiOXm",Not labeled,Not labeled,Not related,"i get <allcaps> <number> reall <allcaps> followers <allcaps> ! <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music <url>"
71,378133446410784768,"JUST IN: A second person has died in Colorado's flash flooding, officials say. http://t.co/RjJiXKrbuS #cowx",Media,Affected individuals,Related and informative,"just <allcaps> in <allcaps> : a second person has died in colorado 's flash flooding , officials say . <url> <hashtag> cowx"
72,378133551272562688,RT @NewsBreaker: More on deadly Colorado flooding reported by @Kelly7News with @7newsNOW.,Media,Caution and advice,Related and informative,rt <allcaps> <user> : more on deadly colorado flooding reported by <user> with <user> .
73,378133932937445376,"GO=&gt;http://t.co/t4wnarC1fo #boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music, http://t.co/XPpsCjZdvM",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music , <url>"
74,378134704710766592,"RT @abc7newsBayArea: UPDATE: Flash flooding in Boulder County, Colorado has left two people dead. http://t.co/ntQm6jaDBR",Media,Affected individuals,Related and informative,"rt <allcaps> <user> : update <allcaps> : flash flooding in boulder county , colorado has left two people dead . <url>"
75,378135161881128960,"RT &amp; VISIT 4 GAIN FOLLOWERS=&gt;http://t.co/aG6g9SCYwu  ★#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/BPS31hFNqE",Not labeled,Not labeled,Not related,"rt <allcaps> & visit <allcaps> <number> gain <allcaps> followers <allcaps> = > <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #musi <url>"
76,378135338050260992,"I GET 9524 REALL FOLLOWERS! http://t.co/gCqVdKlSSK  ✈#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music http://t.co/cK3Ubq0KFx",Not labeled,Not labeled,Not related,"i get <allcaps> <number> reall <allcaps> followers <allcaps> ! <url> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music <url>"
77,378137582007496704,#Preachit #lightbulb #patrickstar #patrick #meme  #rain #colorado #boulderflood #itsbad http://t.co/yOtcXNNxB3,Not labeled,Not labeled,Not applicable,<hashtag> preachit <hashtag> lightbulb <hashtag> patrickstar <hashtag> patrick <hashtag> meme <hashtag> rain <hashtag> colorado <hashtag> boulderflood <hashtag> itsbad <url>
78,378137695240732672,"@_fl0ss: Boulder, Colorado feels God's wrath! Rejoice, for the rapture cometh. Let all #atheist sodomites drown! #boulderflood #cowx Harsh",Outsiders,Not applicable,Related - but not informative,"<user> : boulder , colorado feels god 's wrath ! rejoice , for the rapture cometh . let all <hashtag> atheist sodomites drown ! <hashtag> boulderflood <hashtag> cowx harsh"
79,378138974520238080,"GO=&gt;http://t.co/RYysuBUj6Y ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music,T http://t.co/DI8TqUvTTk",Not labeled,Not labeled,Not applicable,"go <allcaps> = > <url> rtfollowmeifollowyou <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music , t <url>"
80,378139188421357568,"VISIT=&gt;http://t.co/92jE0nMU6S  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/w0rD7CWawk",Not labeled,Not labeled,Not related,"visit <allcaps> = > <url> rtfornewfollowers <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #musi <url>"
81,378139846935457792,“@MelissaBuntcake: This is 287 and Dillon Rd... Cars submerged after road gives way http://t.co/V2yIGBxfzt #BoulderFlood”. Awful!,Eyewitness,Infrastructure and utilities,Related and informative,<user> : this is <number> and dillon rd. <repeat> cars submerged after road gives way <url> <hashtag> boulderflood . awful !
82,378140266366267392,@Ericccxminaj 1 Dead as Flash Flooding Hits Parts of Colo.: Flash flooding in Colorado's Boulder County has left one person...  @MJJPEACE,Outsiders,Affected individuals,Related and informative,<user> <number> dead as flash flooding hits parts of colo. : flash flooding in colorado 's boulder county has left one person . <repeat> <user>
83,378141524623912960,RT @TWCBreaking: RT @140elect: Roads torn up #BoulderFlood http://t.co/NIcLiXMe97 #coflood,Media,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : rt <allcaps> <user> : roads torn up <hashtag> boulderflood <url> <hashtag> coflood
84,378143340769714176,RT @140elect: Large blocks of cement ripped off roads in #BoulderFlood http://t.co/drNnFiMJbZ,Eyewitness,Infrastructure and utilities,Related and informative,rt <allcaps> <user> : large blocks of cement ripped off roads in <hashtag> boulderflood <url>
85,378143550510088192,I'll show the doppler radar from Boulder Colorado in just a minute...major flooding...and bridge washed away.  Amazing live pictures.,Eyewitness,Other Useful Information,Related - but not informative,i 'll show the doppler radar from boulder colorado in just a minute . <repeat> major flooding . <repeat> and bridge washed away . amazing live pictures .
86,378144624243507200,"RT @fishnette Not going anywhere for a while in my hood. At Lakebriar off Linden, Twomile Creek. http://t.co/8fdCzD8kHV #coflood",Eyewitness,Infrastructure and utilities,Related and informative,"rt <allcaps> <user> not going anywhere for a while in my hood . at lakebriar off linden , twomile creek . <url> <hashtag> coflood"
87,378145781846257664,"GO=&gt;http://t.co/iHVoTGrXSl ★RT★FOLLOWME★IFOLLOWYOU✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#music,T http://t.co/th7lJCSjKF",Not labeled,Not labeled,Not related,"go <allcaps> = > <url> rtfollowmeifollowyou <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #music , t <url>"
88,378147442786439168,So Stupid! RT @TwitchyTeam 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/erUR8X0M0i,Outsiders,Other Useful Information,Related and informative,so stupid ! rt <allcaps> <user> ` not smart ' : life-threatening <hashtag> boulderflood ? boulder college students go tubing -LSB- video -RSB- <url>
89,378149112123633664,"VISIT=&gt;http://t.co/yicTFXHkpO  ☀RT☀FOR☀NEW☀FOLLOWERS☀✔#boulderflood,#BestRapper,#initialsofsomeonespecial,#cowx,#musi http://t.co/DesHtugB7b",Not labeled,Not labeled,Not related,"visit <allcaps> = > <url> rtfornewfollowers <allcaps> <hashtag> boulderflood , #bestrapper , #initialsofsomeonespecial , #cowx , #musi <url>"
90,378149443507204096,"Two dead, several structures destroyed in Colo. flooding: Hundreds of University of Colorado-Boulder students ... http://t.co/q9lLbHkzuV",Media,Affected individuals,Related and informative,"two dead , several structures destroyed in colo. flooding : hundreds of university of colorado-boulder students . <repeat> <url>"
91,378149984551448578,"RT @jeffcosheriffco: #COFLOOD hashtags: #BoulderFlood #Waldoflood #CCCF #COWX Any others? When in doubt, turn around, seek higher ground, d…",Not labeled,Not labeled,Not related,"rt <allcaps> <user> : <hashtag> coflood <allcaps> <allcaps> hashtags : <hashtag> boulderflood <hashtag> waldoflood <hashtag> cccf <allcaps> <allcaps> <hashtag> cowx <allcaps> <allcaps> any others ? when in doubt , turn around , seek higher ground , d"
92,378150852793749504,RT @thegooglecar: At least one dead in Colorado flash flooding http://t.co/lRZTeyzG7M #Environment,Media,Affected individuals,Related and informative,rt <allcaps> <user> : at least one dead in colorado flash flooding <url> <hashtag> environment
93,378151544849305600,"RT @dailycamera: If you're looking to volunteer or donate to help clean-up, @boulderoem says stay home and wait #boulderflood",Media,Donations and volunteering,Related and informative,"rt <allcaps> <user> : if you 're looking to volunteer or donate to help clean-up , <user> says stay home and wait <hashtag> boulderflood"
94,378151578399559680,Colorado flash floods kill two http://t.co/2h5uyh5arY #news,Media,Affected individuals,Related and informative,colorado flash floods kill two <url> <hashtag> news
