,label,tweet_cleaned,tweet_text
47,NO,can luke also not play golf on the station wagon he 's gon na damage it or hurt someone that car was a very bad idea luke <allcaps> no,Can Luke also not play golf on the station wagon he''s gonna damage it or hurt someone that car was a very bad idea LUKE no
48,YES,"rt <allcaps> <user> : old world meets new after amish buggy , car crash in maine : <url> <url>","RT @BostonDotCom: Old World Meets New After Amish Buggy, Car Crash in Maine: http://t.co/ohLjefWofc http://t.co/hV9Jvl3REQ"
49,NO,<user> the perfect cover after trying to burn down work,@absurtitties the perfect cover after trying to burn down work
50,NO,"security forces in <hashtag> yemen break up demonstrations against a rise in fuel prices , killing one woman . <url>","Security forces in #Yemen break up demonstrations against a rise in fuel prices, killing one woman. http://t.co/lm2JGfcO2A"
51,YES,"police : <number> dead , <number> injured in california shooting - san francisco chronicle","Police: 4 dead, 2 injured in California shooting - San Francisco Chronicle"
52,NO,~ the burst collection cam cover ~ # <number> -LRB- <number> -RRB- <number> <number> <url>,~ The Burst Collection Cam Cover ~# 25700249(617)389-8888 http://t.co/gZdIU67hVg
53,NO,<user> reported that <user> reported that <user> reported that <user> reported that <user> reported . <repeat>,@GraigMurphy reported that @KaynaWhitworth reported that @KenRosenthaI reported that @WEEI reported that @Toucherandrich reported....
54,NO,back on the road see more tractors on the road than cars and vast fields of crops against the mountains i love this place <heart>,Back on the road see more tractors on the road than cars and vast fields of crops against the mountains I love this place <3
55,YES,<hashtag> boston <hashtag> news cyclist dies in car crash in west barnstable : a bicyclist has died after being hit by a car in w . <repeat> <url>,#Boston #News Cyclist dies in car crash in West Barnstable: A bicyclist has died after being hit by a car in W... http://t.co/q5YG0GcSeM
56,NO,rt <allcaps> <user> : <user> reported that <user> reported that <user> reported that <user> reported that <user> repo,RT @mikeob59: @GraigMurphy reported that @KaynaWhitworth reported that @KenRosenthaI reported that @WEEI reported that @Toucherandrich repo…
57,NO,# renault i fiat wsplnie zbuduj lekkie auto dostawcze . premiera w <number> roku <url>,# Renault i Fiat wspólnie zbudują lekkie auto dostawcze. Premiera w 2016 roku http://t.co/grrroq3lNM
58,NO,you ever try break up with someone thru a song by just singing it making the break up lyric all loud,You ever try break up with someone thru a Song by just singing it 😂😂😂😂😂😂😂😂 making the break up lyric all loud 😭
59,NO,how can you not smell yourself ? i do n't get it . if my eyes are burning from the stench i feel like you have to have some clue that you reek,How can you not smell yourself? I don''t get it. If my eyes are burning from the stench I feel like you have to have some clue that you reek
60,NO,<user> super pro tip : if you look at the gas gauge in any car there 's a little arrow that indicates which side of the car the gas cap is on,@Kmdk86 Super pro tip: if you look at the gas gauge in any car there''s a little arrow that indicates which side of the car the gas cap is on
61,NO,"ich werde vermissen : das meer , den wind , die sonnenunter - & - aufgnge , den strand . <repeat> aber vor allem die zeit mit meinen besten & den kids . <repeat>","Ich werde vermissen: das Meer, den Wind, die Sonnenunter- & -aufgänge, den Strand.. aber vor allem die Zeit mit meinen Besten & den Kids.."
62,NO,a german cover of hit the road jack .,A German cover of Hit the Road Jack.
63,NO,"opening a little late today , <number> <number> pm . hopefully the car owner learns the lesson of not taking food truck spots .","Opening a little late today, 11:30-2:00pm. Hopefully the car owner learns the lesson of not taking food truck spots."
64,NO,my question is how someone let 's their car get like this i need my clean car back <url>,My question is how someone let''s their car get like this😷 I need my clean car back 😭 http://t.co/0W0wQutbes
65,NO,-LSB- album review -RSB- dj <allcaps> blaze - blazing cuts -LRB- july <number> -RRB- <url> <hashtag> oluwacurtistweet,[Album Review] DJ Blaze - Blazing Cuts (July 2014) http://t.co/R6hNnCfgMl #OluwaCurtisTweet
66,NO,<user> step <number> -RRB- i wait until you buy a car . years if i have to . step <number> -RRB- i put that sticker on your car . step <number> -RRB- i win life .,@alexdfox Step 1) I wait until you buy a car. Years if I have to. Step 2) I put that sticker on your car. Step 3) I win Life.
67,NO,rt <allcaps> <user> : just hit <number> miles on my car haha lol blaze it,RT @ohhdani: Just hit 420 miles on my car haha lol blaze it
68,YES,"<hashtag> boston <hashtag> news old world meets new after amish buggy , car crash in maine : no one was injured in the wednesday m . <repeat> <url>","#Boston #News Old World Meets New After Amish Buggy, Car Crash in Maine: No one was injured in the Wednesday m... http://t.co/LuPwURuwu8"
69,NO,"no , that is earth & fire , not earth , wind & fire , people . earth & fire is a rare german progressive rock band . get your sample game up .","No, that is Earth & Fire, not Earth, Wind & Fire, people. Earth & Fire is a rare German progressive rock band. Get your sample game up."
70,NO,rt <allcaps> <user> : back on the road see more tractors on the road than cars and vast fields of crops against the mountains i love this pl,RT @leosjustkidding: Back on the road see more tractors on the road than cars and vast fields of crops against the mountains I love this pl…
71,NO,"helped nearby drivers by reporting a moderate traffic jam on pilgrims hwy , norwell on <user> - drive social . <url>","Helped nearby drivers by reporting a moderate traffic jam on Pilgrims Hwy, Norwell on @waze - Drive Social. http://t.co/8t4voellbh"
72,NO,"oh <allcaps> : man in car yelling fuck you at guys loading a moving truck , even though he 's totally blocked and will have to awkwardly sit there","OH: Man in car yelling fuck you at guys loading a moving truck, even though he''s totally blocked and will have to awkwardly sit there"
73,NO,a <user> orange coolatta is n't junk food because it 's simply <user> oj <allcaps> and ice . day <number> junk food-free . <hashtag> usmc,A @DunkinDonuts orange coolatta isn''t junk food because it''s simply @Tropicana OJ and ice. Day 8 junk food-free. #usmc
74,YES,authorities identify <number> - year-old man found shot dead in newark car <url>,Authorities Identify 29-Year-Old Man Found Shot Dead in Newark Car http://t.co/G80nfBgaxN
75,NO,<number> % of kids who died from vehicular heatstroke were forgotten in the vehicle .,52% of kids who died from vehicular heatstroke were forgotten in the vehicle.
76,NO,someone stole my pops car battery and switched it with a dead honda battery while he was sleep . <repeat> them niggas is nice,Someone stole my pops car battery and switched it with a dead Honda battery while he was sleep.. them niggas is nice 😂😂
77,NO,"<user> <user> he 's the definition of a one-trick pony . he can do some damage as a pinch hitter in the right spots , though .","@Paulmathewson @jisaacraymond He''s the definition of a one-trick pony. He can do some damage as a pinch hitter in the right spots, though."
78,NO,rt <allcaps> <user> : help us reach the top of the <user> . vote for belmont car wash & auto detailing . <hashtag> everyvotecounts <hashtag> votelocal,RT @CarWashBelmont: Help us reach the top of the @TheBostonAList. Vote for Belmont Car Wash & Auto Detailing. #EveryVoteCounts #VoteLocal
79,YES,brockton man died in motorcyle accident on oak street <url> <hashtag> brocktonnews,Brockton man died in motorcyle accident on Oak Street http://t.co/r8rTVLfB6Y #BrocktonNews
80,NO,police describe black suspect as ` negro ' in report <url> via <user> . <repeat> its <number> right ?,Police describe black suspect as ''Negro'' in report http://t.co/52CcQC2V1G via @USATODAY ...its 2014 right?
81,YES,<hashtag> boston <hashtag> news mass . state police seize <number> bags of heroin from vermont man : massachusetts state police seized . <repeat> <url>,#Boston #News Mass. State Police Seize 182 Bags of Heroin from Vermont Man: Massachusetts State Police seized ... http://t.co/pspza6ty6x
82,NO,"enter the <user> road trip sweepstakes ! grand prize : $ <number> hotel gift card , rental car , $ <number> + more ! rt <allcaps> ! <url>","Enter the @ChoiceHotels Summer Road Trip Sweepstakes! Grand Prize: $750 hotel gift card, rental car, $500 + more! RT! http://t.co/1u23ciwlPD"
83,NO,report : facebook drives nearly one-fourth of all referral traffic <url> via <user> <url>,Report: Facebook Drives Nearly One-Fourth Of All Referral Traffic http://t.co/RRdI8kGGC7 via @shareaholic http://t.co/0bBUvC65uD
84,NO,<user> the pan-american highway stretches from alaska to tierra del fuego . the only break in that long stretch of road is in darin,@Cailean_Mac The Pan-American Highway stretches from Alaska to Tierra del Fuego. The only break in that long stretch of road is in Darién
85,NO,road <allcaps> trip <allcaps> ! the buyerzone team is hitting the road this august . connect with us if you 'll be in <hashtag> nyc <allcaps> <allcaps> august <number> <number> <url>,ROAD TRIP! The BuyerZone team is hitting the road this August. Connect with us if you''ll be in #NYC August 11-15: http://t.co/XCjaXvZfPI
86,NO,road <allcaps> trip <allcaps> ! the buyerzone team is hitting the road this august . connect with us if you 'll be in <hashtag> nyc <allcaps> <allcaps> august <number> <number> <url>,ROAD TRIP! The BuyerZone team is hitting the road this August. Connect with us if you''ll be in #NYC August 11-15: http://t.co/J4YIA2F5Lt
87,NO,road <allcaps> trip <allcaps> ! the buyerzone team is hitting the road this august . connect with us if you 'll be in <hashtag> nyc <allcaps> <allcaps> august <number> <number> <url>,ROAD TRIP! The BuyerZone team is hitting the road this August. Connect with us if you''ll be in #NYC August 11-15: http://t.co/UA6xncxdbV
88,NO,road <allcaps> trip <allcaps> ! the buyerzone team is hitting the road this august . connect with us if you 'll be in <hashtag> nyc <allcaps> <allcaps> august <number> <number> <url>,ROAD TRIP! The BuyerZone team is hitting the road this August. Connect with us if you''ll be in #NYC August 11-15: http://t.co/ByNWf8xkjm
89,NO,road <allcaps> trip <allcaps> ! the buyerzone team is hitting the road this august . connect with us if you 'll be in <hashtag> nyc <allcaps> <allcaps> august <number> <number> <url>,ROAD TRIP! The BuyerZone team is hitting the road this August. Connect with us if you''ll be in #NYC August 11-15: http://t.co/04e8CrfIo3
90,NO,auto damage appraisal with <user> - register today ! <url> <hashtag> autodamage,Auto Damage Appraisal with @minutemancommed - register today! http://t.co/2h4ShSLPY3 #AutoDamage
91,NO,car wash with malik got ta prepare for the weekend ! malik <number> k <number> @ waves car wash <url>,Car wash with Malik 💦 gotta prepare for the weekend! 🚗🎈🎊🎉 malik2k11 @ Waves Car Wash http://t.co/PK912dMpbd
92,NO,dam anytime i 'm on the highway there 's always traffic do n't matter the time like nobodies at work wtf <url>,Dam anytime I''m on the highway there''s Always traffic don''t matter the time like nobodies at work wtf… http://t.co/TFg3QPv8V6
93,NO,bang bang 's such a fire jam but lilly 's gon na force the repeat button so hard,Bang bang''s such a fire jam but Lilly''s gonna force the repeat button so hard
94,NO,hi everyone . i do n't message people from <user> . if you received a message from me it 's fake . please report it . i 've also reported . x,Hi Everyone. I don''t message people from @Facebook. If you received a message from me it''s fake. Please report it. I''ve also reported. X
95,YES,rt <allcaps> <user> : <user> he recovers his memory in an accident with a watermelon truck <user> <user> <user>,RT @RockFightFilms: @LauraVanVleet he recovers his memory in an accident with a watermelon truck @medoproductions @itshawnthompson @mixtape…
96,YES,south africa 's storrow prob mt <allcaps> <user> : giraffe died after hitting head on a highway bridge <url> <url>,South Africa''s Storrow Prob MT @mashable: giraffe died after hitting head on a highway bridge  http://t.co/jXx3SnHt6F http://t.co/BC2N15ENFM
97,NO,<hashtag> boston <hashtag> news braintree police want info on this stylish bank robbery suspect : braintree police are searching . <repeat> <url>,#Boston #News Braintree Police Want Info on This Stylish Bank Robbery Suspect: Braintree Police are searching ... http://t.co/gWl9O3QeHy
98,YES,"<hashtag> boston <hashtag> news old world meets new after amish buggy , car crash in maine : no one was injured in the wednesday m . <repeat> <url>","#Boston #News Old World Meets New After Amish Buggy, Car Crash in Maine: No one was injured in the Wednesday m... http://t.co/fj3WIX6n14"
99,NO,coming soon ? audi tests its a <number> driverless vehicle on florida highway <url>,Coming soon?  Audi tests its A7 driverless vehicle on Florida highway http://t.co/yMAoJKadJ8
100,NO,"if you do n't have a license plate on the front of your car because it 's a lil smashed , will your car pass inspection ? asking for a friend . <repeat>","If you don''t have a license plate on the front of your car because it''s a lil smashed, will your car pass inspection? asking for a friend..."
101,NO,your fridge is not complete without a few boxes of fuel for fire . <repeat> <hashtag> pouchesfordays <hashtag> tripleberry <url>,Your fridge is not complete without a few boxes of Fuel For Fire... #PouchesForDays #TripleBerry… http://t.co/VcepwKU3as
102,NO,road user fees may replace gas taxes in washington and oregon <url>,Road User Fees May Replace Gas Taxes in Washington and Oregon http://t.co/VoD33kJbH7
103,NO,"burn fat , not oils this lunch break <url>","Burn fat, not oils this lunch break http://t.co/zHGz0HM3sR"
104,NO,"clean out your trunk ! did you know : the epa <allcaps> estimates that for every extra <number> pounds your car carries , it loses <number> % in fuel economy .","Clean out your trunk! Did you know: The EPA estimates that for every extra 100 pounds your car carries, it loses 2% in fuel economy."
105,NO,# polski car mechanic simulator hitem na androidzie - gracze z caego wiata najwyraniej uwielbiaj . <repeat> <url>,# Polski Car Mechanic Simulator hitem na Androidzie - Gracze z całego świata najwyraźniej uwielbiaj... http://t.co/I2De7m3Qs6
106,NO,"rt <allcaps> <user> : killed tamerlan . tried to kill jahar , even tho he was unarmed and hiding in a boat . killed todashev . deported every person who","RT @onekade: Killed Tamerlan. Tried to kill Jahar, even tho he was unarmed and hiding in a boat. Killed Todashev. Deported every person who…"
107,NO,new blog post from alicia munnell : do police and firefighters die young ? <url> via <user>,New blog post from Alicia Munnell:  Do police and firefighters die young?  http://t.co/L8WIpgBm6T via @MarketWatch
108,NO,opened report via android at <number> guest st boston <url> . delivery truck sticking out of the loading dock of <number> guest st bl . <repeat>,Opened report via Android at 38 Guest St Boston http://t.co/IhtFEr6ygs. Delivery truck sticking out of the loading dock of 20 guest st bl...
109,NO,in <number> <number> business days i will be an adult with pillow shams and a duvet cover . with boat anchors on them .,In 4-8 business days I will be an adult with pillow shams and a duvet cover. With boat anchors on them.
110,NO,<hashtag> boston <hashtag> news braintree police want info on this stylish bank robbery suspect : braintree police are searching . <repeat> <url>,#Boston #News Braintree Police Want Info on This Stylish Bank Robbery Suspect: Braintree Police are searching ... http://t.co/IYtr4J4ZOF
111,YES,i 'm so disappointed by the <number> police departments i 've reported animals locked in hot cars to in the last <number> hrs,I''m so disappointed by the 2 police departments I''ve reported animals locked in hot cars to in the last 24 hrs
112,YES,"<hashtag> boston <hashtag> news cops : <number> dead , <number> critical after high-rise shooting : chicago police say one man is dead and anothe . <repeat> <url>","#Boston #News Cops: 1 dead, 1 critical after high-rise shooting: Chicago police say one man is dead and anothe... http://t.co/aOsKtUViNK"
113,NO,electric car batteries pass latest crash tests - <url>,Electric car batteries pass latest crash tests - http://t.co/NmbG3RbBAD
114,NO,michael jackson died at <number> whitney houston died at <number> jfk <allcaps> at <number> amy winehouse at <number> how old is <user> ? <number> right ?,Michael Jackson died at 58. Whitney Houston died at 48. JFK at 38. Amy Winehouse at 28. How old is @justinbieber ? 18 right?
115,NO,rt <allcaps> <user> : your fridge is not complete without a few boxes of fuel for fire . <repeat> <hashtag> pouchesfordays <hashtag> tripleberry <url>,RT @Spec1414: Your fridge is not complete without a few boxes of Fuel For Fire... #PouchesForDays #TripleBerry… http://t.co/VcepwKU3as
116,NO,"rt <allcaps> <user> : report : red sox close to deal with cardinals for john lackey , fire sale continues .","RT @Fox25Sports: Report: Red Sox close to deal with Cardinals for John Lackey, fire sale continues."
117,NO,"report : cespedes seen boarding boat for cuba . quoted as saying screw you guys , i 'm going home . <hashtag> redsox","Report: Cespedes seen boarding boat for Cuba. Quoted as saying screw you guys, I''m going home. #RedSox"
118,NO,rt <allcaps> <user> : new blog post from alicia munnell : do police and firefighters die young ? <url> via <user>,RT @RetirementRsrch: New blog post from Alicia Munnell:  Do police and firefighters die young?  http://t.co/L8WIpgBm6T via @MarketWatch
119,NO,"you 've got writer 's block i 've got ramen block there is only ramen , ca n't think any thoughts that are not ramen . all is ramen with the world","you''ve got writer''s block I''ve got ramen block there is only ramen, can''t think any thoughts that are not ramen. All is ramen with the world"
120,NO,rt <allcaps> <user> : <number> % of kids who died from vehicular heatstroke were forgotten in the vehicle . <hashtag> heatstrokekills <hashtag> checkforbaby http : / /,RT @ChildrensSafety: 52% of kids who died from vehicular heatstroke were “forgotten” in the vehicle. #heatstrokekills #checkforbaby http://…
121,NO,<number> b gallons of oil & gas waste injected daily into wells gao <allcaps> report says more could be done to protect water supplies <url>,2B gallons of oil & gas waste injected daily into wells GAO report says more could be done to protect water supplies http://t.co/OlIqOtL1pV
122,NO,"report : red sox close to deal with cardinals for john lackey , fire sale continues .","Report: Red Sox close to deal with Cardinals for John Lackey, fire sale continues."
123,NO,-- boston assistant manager -- auto & truck repair -LRB- boston -RRB- <url>,--Boston Assistant Manager -- Auto & Truck Repair     (Boston) http://t.co/QkRq0DO2Xv
124,NO,-- boston assistant manager -- auto & truck repair -LRB- boston -RRB- <url>,--Boston Assistant Manager -- Auto & Truck Repair     (Boston) http://t.co/sDSyxkyjOP
125,NO,<hashtag> boston <hashtag> jobs assistant manager -- auto & truck repair -LRB- boston <smile> auto & truck service center in boston . b . <repeat> <url>,#Boston #Jobs Assistant Manager -- Auto & Truck Repair     (Boston): Auto & Truck Service Center in Boston. B... http://t.co/rUwqrkKSV3
126,NO,<user> hysterical join us for the jam cruise around the bean tomorrow w the playin dead - no sharknado warnings in the forecast,@jfvanderheiden hysterical join us for the jam cruise around the bean tomorrow w the playin dead - no sharknado warnings in the forecast
127,NO,"rt <allcaps> <user> : report : red sox close to deal with cardinals for john lackey , fire sale continues .","RT @TitleTownTalk_: Report: Red Sox close to deal with Cardinals for John Lackey, fire sale continues."
128,NO,"the <user> are having a fire sale . i expect a fire sale to follow on tix for remaining games @ fenway . stubhub , here i come .","The @RedSox are having a fire sale. I expect a fire sale to follow on tix for remaining games @ Fenway. Stubhub,here I come."
129,NO,<user> : i hope i die in a car crash on the way home from work hahaha u <user>,“@Lonely_Dad: I hope I die in a car crash on the way home from work” hahaha u @mydad
130,NO,"lackey to the cardinals . wow , this is the fire sale of fire sales .","Lackey to the Cardinals. Wow, this is the fire sale of fire sales."
131,NO,what you can do on your lunch break in harvard square : see dead fish at the dead animal museum <url>,What you can do on your lunch break in Harvard Square: see dead fish at the Dead Animal Museum… http://t.co/918gSFzeZG
