,label,tweet_cleaned,tweet_text
46,YES,north end road in fulham - still closed both ways between lillie rd and star rd after an incident . use other route & expect delays .,North End Road in Fulham - still closed both ways between Lillie Rd and Star Rd after an incident. Use other route & expect delays.
47,NO,adicionei um vdeo a uma playlist <user> <url> traffic london - traffic metrics system,Adicionei um vÃ­deo a uma playlist @YouTube http://t.co/NgAYQdAtuY Traffic London - Traffic Metrics System
48,NO,rt <allcaps> <user> : i need to rent a off road parking space / drive way or garage for one car for <number> weeks and will pay <number> a week . rt <allcaps> please .,RT @Monrowe: I need to rent aÃ± off road parking space/drive way or garage for one car for 6 weeks and will pay Â£25 a week. RT please.
49,NO,"just reported a jam on a <number> - charing cross rd , <url> using <user> - social gps <allcaps> .","Just reported a jam on A400 - Charing Cross Rd, http://t.co/bfLeDoOpbn using @waze - Social GPS."
50,YES,just seen the paul george injury - holy moly . looks worse than the eduardo leg break . horiffic <allcaps> . <hashtag> nba,Just seen the Paul George injury - Holy Moly. Looks worse than the Eduardo leg break. HORIFFIC. #nba
51,NO,"if i win the lottery tonight , just seen the car i 'm buying in local classic car showroom . <repeat> <number> silver e type jag , <number> k on clock only . wow !","if I win the lottery tonight, just seen the car I''m buying in local classic car showroom.. 1964 Silver E type Jag, 81k on clock only. Wow!"
52,NO,# listening back to early <allcaps> morning <allcaps> soul <allcaps> jams <allcaps> <number> hours <allcaps> by don-karlos # on mixlr . <url> <hashtag> mixlr via <user>,# Listening back to  EARLY MORNING  SOUL JAMS  3 HOURS  by Don-Karlos # on Mixlr.  http://t.co/yysvraqaVm #mixlr via @mixlr
53,NO,"rt <allcaps> <user> : hitler was announced dead to the world on may <number> <number> exactly <number> years later , osama bin laden was also announced dead .","RT @GoogleFacts: Hitler was announced dead to the world on May 1, 1945. Exactly 66 years later, Osama bin Laden was also announced dead."
54,NO,israel to gaza - you <allcaps> are <allcaps> dead <allcaps> to <allcaps> us <allcaps> ! get <allcaps> your <allcaps> own <allcaps> electricity <allcaps>,israel to gaza - YOU ARE DEAD TO US! GET YOUR OWN ELECTRICITY
55,YES,<hashtag> aspa <allcaps> dogkillers criminal aspa <allcaps> chief bancescu deliberately causes car crash activists taken to hospital <url>,#ASPAdogKillers Criminal ASPA chief Bancescu deliberately causes car crash â€“ activists taken to hospital https://t.co/8uecqT9kLe
56,YES,before & after pictures reveal the damage to eastbourne pier after blaze <url> <url>,Before & after pictures reveal the damage to Eastbourne Pier after blaze http://t.co/SI15A1FUjZ http://t.co/P7qCUs33jt
57,NO,"car deals that wo n't break the bank . <hashtag> london <hashtag> islington <hashtag> sell <hashtag> car compare prices , <url>","Car deals that won''t break the bank. #London #Islington #sell #car Compare prices, http://t.co/6g3nHzH9iO"
58,NO,best friend in a traffic jam <url>,Best friend in a traffic jam âš ï¸ðŸš¦ http://t.co/5nAk0s2ttK
59,NO,rt <allcaps> <user> : israel to gaza - you <allcaps> are <allcaps> dead <allcaps> to <allcaps> us <allcaps> ! get <allcaps> your <allcaps> own <allcaps> electricity <allcaps>,RT @jasian12345: israel to gaza - YOU ARE DEAD TO US! GET YOUR OWN ELECTRICITY
60,NO,"<number> <hashtag> bedroom flat <hashtag> house to rent in <hashtag> , <hashtag> london , <hashtag> se <allcaps> <number> - city quays , <number> lower road <url>","2 #Bedroom Flat #House to Rent In #, #London, #SE16  - City Quays, 193 Lower Road http://t.co/ByyPShNAwC"
61,NO,<user> so all our cb <allcaps> s will be injury prone ? we need to dead this verm dream uno . <repeat>,@mark_onefive so all our CBâ€™s will be injury prone? We need to dead this Verm dream uno...
62,NO,i 'm emosh today just seen bare pics of dead children around the world . <repeat> du n no what i would do if my kids died before me,I''m emosh today ðŸ™ˆ just seen bare pics of dead children around the world .. Dunno what I would do if my kids died before me
63,NO,"geschenke einpacken , <user> catch up vom mai bis juli , die sonne brennt durch die fenster - klarer von fall <hashtag> gotmyseasonsoutofsync","Geschenke einpacken, @Lindenstrasse catch up vom Mai bis Juli, die Sonne brennt durch die Fenster - klarer von Fall #gotmyseasonsoutofsync"
64,YES,at least <number> killed in massive explosion at car parts factory in china <url> via <user>,At least 68 killed in massive explosion at car parts factory in ChinaÂ  http://t.co/vRcbSTHFdn via @MailOnline
65,NO,<user> romanian dogs brutally treated ! kept without food operation fun kill / cash for dead dogs <hashtag> aspa <allcaps> dogkillers,@dr_rita39 Romanian Dogs Brutally treated! Kept without food Operation Fun Kill /Cash for dead dogs #ASPAdogKillers
66,NO,<user> your insurance totaled it out or it does n't run anymore ? if the damage is worth more than the car they usually total it out,@knkaspertfg your insurance totaled it out or it doesn''t run anymore? If the damage is worth more than the car they usually total it out
67,NO,who else is coming my boat party next sunday ? only <number> tickets left summer beats & bbq <allcaps> boat partymsg me <number> info <url>,Who else is coming my boat party next Sunday? Only 40 tickets left Summer Beats & BBQ Boat PartyMsg me 4 info http://t.co/pKvMBS8SsL
68,YES,<user> they were involved in a minor car accident today but they are not seriously hurt but they did went to hospital for a checkup,@BangYoggirl They were involved in a minor car accident today but they are not seriously hurt but they did went to hospital for a checkup
69,NO,the police are being sure to keep everyone quiet this year <hashtag> lamborghini <hashtag> aventador <hashtag> police <hashtag> londoncars <url>,The police are being sure to keep everyone quiet this year #Lamborghini #Aventador #Police #londoncarsâ€¦ http://t.co/OkVXD7mYHW
70,NO,the police are being sure to keep everyone quiet this year <hashtag> lamborghini <hashtag> aventador <hashtag> police <hashtag> londoncars <hashtag> shmee <number> <url>,The police are being sure to keep everyone quiet this year #Lamborghini #Aventador #Police #londoncars #Shmee150 http://t.co/YDo0O7RYkG
71,NO,"when i see us <allcaps> shows on bbc <allcaps> it is annoying when screen fade and we wait a whole second for the next scene , you get a natural break <user>","When I see US shows on BBC it is annoying when screen fade and we wait a whole second for the next scene, you get a natural break @ms_emilyd"
72,NO,northamptonshire <hashtag> police is the territorial police force responsible for policing in <hashtag> east <hashtag> midland <hashtag> england . <url>,Northamptonshire #police is the territorial police force responsible for policing in #east #midland #england.  http://t.co/6r77dU2zgM
73,NO,"if you have any idea who this cheeky chappie is , found in eversleigh road , he 's at the police station <hashtag> battersea <url>","If you have any idea who this cheeky chappie is, found in Eversleigh Road, he''s at the police station #Battersea http://t.co/d4LPWJscaI"
74,NO,rt <allcaps> <user> : northamptonshire <hashtag> police is the territorial police force responsible for policing in <hashtag> east <hashtag> midland <hashtag> england . <url>,RT @NgoziGodwell: Northamptonshire #police is the territorial police force responsible for policing in #east #midland #england.  http://t.câ€¦
75,NO,"rt <allcaps> <user> : if you have any idea who this cheeky chappie is , found in eversleigh road , he 's at the police station <hashtag> battersea http :","RT @MPSBatterseaSgt: If you have any idea who this cheeky chappie is, found in Eversleigh Road, he''s at the police station #Battersea http:â€¦"
76,YES,rt <allcaps> <user> : two injured in car and bus collision <url>,RT @BBCNews: Two injured in car and bus collision http://t.co/cYhvvvwwuD
77,NO,malaysia airlines damage control begins with $ <number> to cover each familys expenses <url>,Malaysia Airlines Damage Control Begins with $5000 to Cover Each Familyâ€™s Expenses http://t.co/ifyHkEQ0iy
78,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/UvkzTexNSf
79,YES,french police arrest islamist militant at a paris airport : paris <allcaps> -LRB- reuters -RRB- - french police on friday arrested . <repeat> <url>,French police arrest Islamist militant at a Paris airport: PARIS (Reuters) - French police on Friday arrested ... http://t.co/H5ipZASZIR
80,NO,"all i 've done today is sit in the car , and sleep in the car and i am so so tired","All I''ve done today is sit in the car, and sleep in the car and I am so so tired"
81,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/aa2d27olzd
82,NO,rt <allcaps> <user> : is your injury worse than this die hard wound ! <repeat> <hashtag> amputate <hashtag> takethefoot <hashtag> nomorepain <hashtag> hairyfeet <url>,RT @BriWildey: Is your injury worse than this die hard wound?! #amputate #takethefoot #nomorepain #hairyfeet http://t.co/ZOyDA5Thhu
83,NO,plus exclusive chat with the inbetweeners ahead of sequel release . and my first ever chas and dave exclusive <hashtag> omg,Plus exclusive chat with The Inbetweeners ahead of sequel release. And my first ever Chas and Dave exclusive #omg
84,YES,i really hate insurance companies ! had a car accident today and they are blaming me cos they ca n't prove the moo that hit me was speeding .,I really hate insurance companies! Had a car accident today and they are blaming me cos they can''t prove the moo that hit me was speeding.
85,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/prlqnDsLQD
86,NO,"he 's not dead , i just like pretending he 's dead . it makes me happy","He''s not dead, I just like pretending he''s dead. It makes me happy"
87,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/9aTe7oARyx
88,NO,hit the open road with these <number> hacks for the best road trip ever <url>,Hit the Open Road With These 25 Hacks for The Best Road Trip Ever http://t.co/s1H9cGl2Ds
89,NO,international <hashtag> armoured vehicle market report <number> <number> <url>,International #armoured Vehicle Market Report  2014 Â– 2023 http://t.co/1bhR4QXpVk
90,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/qcbUGntTVj
91,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/XUPJSV3Jr7
92,YES,<hashtag> aspa <allcaps> dogkillers razvan bancescu head of dog abusers aspa <allcaps> bucharest . he caused car crash . and tries to hit a women <url>,#ASPAdogKillers Razvan Bancescu Head of Dog abusers ASPA Bucharest. He Caused car crash. And tries to hit a women https://t.co/chSAjtxBaV
93,NO,rt <allcaps> <user> : ever since i did my tweet about wanting my car to have wifi all i 've seen is adverts for car wifi . i want . <user>,RT @alilouxo: Ever since I did my tweet about wanting my car to have wifi all I''ve seen is adverts for car wifi. I want. @MollyEng1
94,NO,you can save money when you view our top seller exclusive car offers ! <hashtag> london <hashtag> islington <hashtag> <number> ndhandcars do n't delay ! <url>,You can save money when you view our top seller exclusive car offers! #London #Islington #2ndhandcars Don''t Delay! http://t.co/e2cZ69AtZM
95,NO,"so our taxi man parked , then forgot where , then left us stood in the middle of the car park while he went to find the car .","So our taxi man parked, then forgot where, then left us stood in the middle of the car park while he went to find the car."
96,NO,<user> i already provide you with luxuries such as car sweets and car tissues is that not enough ?,@MollyEng1 I already provide you with luxuries such as car sweets and car tissues is that not enough?
97,NO,rt <allcaps> <user> : international <hashtag> armoured vehicle market report <number> <number> <url>,RT @DefenceIQ: International #armoured Vehicle Market Report  2014 Â– 2023 http://t.co/1bhR4QXpVk
98,NO,"rt <allcaps> <user> : schade , markus rehm ! du hast dir die em <allcaps> verdient ! <repeat> die nichtnominierung ist keine entscheidung fr den sport . <repeat> <hashtag> poldi <hashtag> d <allcaps>","RT @Podolski10: Schade, Markus Rehm! Du hast Dir die EM verdient!! Die Nichtnominierung ist keine Entscheidung fÃ¼r den Sport..... #poldi #Dâ€¦"
99,YES,palestinians block settler road in solidarity with gaza <url>,Palestinians block settler road in solidarity with Gaza http://t.co/1uvW7w8yZ9
100,NO,"<hashtag> aspa <allcaps> dogkillers <elong> romania , the only country in europe where police protects the law breakers . corrupt police do nothing to uphold the law .","#ASPAdogKillers   Romania, the only country in Europe  where Police protects the law breakers. Corrupt police do nothing to uphold the law."
101,YES,two lanes are blocked by a collision on a <number> london bridge heading south . traffic is slow on approach .,Two lanes are blocked by a collision on A3 London Bridge heading south. Traffic is slow on approach.
102,YES,<hashtag> aspa <allcaps> dogkillers aspa <allcaps> chief bancescu caused car crash . and tries to punch a women . police protect abusers in romania <url>,#ASPAdogKillers ASPA chief Bancescu Caused car crash.  And tries to punch a women. Police protect abusers in Romania http://t.co/l8MJkcm4q3
103,YES,rt <allcaps> <user> : two lanes are blocked by a collision on a <number> london bridge heading south . traffic is slow on approach .,RT @TfLTrafficNews: Two lanes are blocked by a collision on A3 London Bridge heading south. Traffic is slow on approach.
104,NO,rt <allcaps> <user> : <hashtag> hamas kill soldiers in battlefield = terrorist <hashtag> idf <allcaps> <allcaps> kill children in playground = democracy what a hypocrisy <hashtag> freepalesti,RT @AarMaanta: #Hamas kill soldiers in battlefield = Terrorist #IDF kill children in playground = Democracy What a hypocrisy #FreePalestiâ€¦
105,NO,<user> : shut union st for road works i know what we 'll do ! <repeat> road works on alternative route southwark st <hashtag> roadplanning <hashtag> mugs <hashtag> taxi,@Cabydabadoo: Shut union st for road works I know what we''ll do !! Road works on alternative route southwark st #roadplanning  #mugs #taxi
106,YES,video <allcaps> : bbc <allcaps> returns to mh <allcaps> <number> crash site : forensic experts find the remains of more passengers at the crash site . <repeat> <url>,VIDEO: BBC returns to MH17 crash site: Forensic experts find the remains of more passengers at the crash site ... http://t.co/Pua3j3yIhx
107,NO,"<user> * pulls a face and walks away , faceplaming as i do . whispers * she 's going to kill me . i 'm a dead man . dead .","@Lucas_Hayes3 *pulls a face and walks away, faceplaming as I do. Whispers* She''s going to kill me. I''m a dead man. Dead."
108,NO,wtf!someone said that <number> d is going to die in <number> in airplane crash o.o ima gon na slap the shit outta that bitch .,wtf!someone said that 1D is going to die in 2020 in airplane crash o.o Ima gonna slap the shit outta that bitch.
109,YES,serious accident on london bridge road shut <user> <user> <url>,Serious accident on London bridge road shut @BBCTravelAlert @LBC http://t.co/uV4daAKNXc
110,YES,policeman has just said there 's been a fatal collision at the north end of <hashtag> londonbridge . <hashtag> london <hashtag> traffic,Policeman has just said there''s been a fatal collision at the north end of #londonbridge. #london #traffic
111,NO,security <allcaps> belt <allcaps> / police <allcaps> belt <allcaps> pouches <allcaps> / <url> <hashtag> belt <hashtag> handcuffs <hashtag> police <hashtag> security <hashtag> sia <hashtag> closeprotection <hashtag> securitykit <hashtag> doo,SECURITY BELT / POLICE BELT POUCHES / http://t.co/ZkM7H0ojUh #belt #handcuffs #police #security #sia #closeprotection #securitykit #doo
112,YES,"looks like if bombs do n't kill children in <hashtag> gaza , disease may kill them now that there is unfolding health crisis due to bombing","Looks like if bombs don''t kill children in #Gaza, disease may kill them now that there is unfolding health crisis due to bombing"
113,NO,"rt <allcaps> <user> : looks like if bombs do n't kill children in <hashtag> gaza , disease may kill them now that there is unfolding health crisis due to b","RT @tajimustafa: Looks like if bombs don''t kill children in #Gaza, disease may kill them now that there is unfolding health crisis due to bâ€¦"
114,YES,<hashtag> aspa <allcaps> dogkillers injuries inflicted during catching left dogs to die.without veterinary care . this is considered died of natural causes .,#ASPAdogKillers  injuries inflicted during  catching left dogs to die.without veterinary care. This is considered died of natural causes.
115,NO,"<hashtag> aspa <allcaps> dogkillers police protects aspa <allcaps> , animal abusers , who break the laws and disregard courts of justice decision . <url>","#ASPAdogKillers  police protects ASPA, animal abusers,  who break the laws and disregard Courts of Justice decision. http://t.co/5xB0wV9Lbl"
116,NO,"# slain soldier 's son to get lost medal , answers : chicago <allcaps> -LRB- ap <allcaps> -RRB- ? john trinca could n't remember the name of the soldier who died right . <repeat>","# Slain soldier''s son to get lost medal, answers: CHICAGO (AP) ? John Trinca couldn''t remember the name of the soldier who died right..."
117,NO,police get cash to develop rural app : two police forces will develop an app to record and send witnes . <repeat> <url> <hashtag> codecia,Police get cash to develop rural app: Two police forces will develop an app to record and send witnes... http://t.co/M1l4Y7jn6g #codecia
118,NO,<user> <user> <user> why ? he 's not dead . i miss dead people .,@Lane_Chat @SpursVines @Anthoulla1 Why? He''s not dead. I miss dead people.
119,NO,"<user> yeh , far too many ! thailand will be nice , longer break and cheaper i 'm guessing . <repeat> break was fun , return has been","@candicetripp yeh, far too many! Thailand will be nice, longer break and cheaper I''m guessing?. Break was fun, return has been ðŸ˜©"
120,NO,"ich bin die , die durch eine schne , ruhige landschaft fhrt und nebenbei laut metal hrt .","Ich bin die, die durch eine schÃ¶ne, ruhige Landschaft fÃ¤hrt und nebenbei laut Metal hÃ¶rt."
121,NO,<user> <user> so they burn a flag and it is anti semitism yet you kill women and children and it is self defence,@CCSunnyDay @amiraleah so they burn a flag and it is anti semitism yet you kill women and children and it is self defence ðŸ˜‚ðŸ˜‚ðŸ˜‚
