,label,tweet_cleaned,tweet_text
36,NO,tarragindi - slow traffic northbound pacific motorway at gaza road,Tarragindi - slow traffic northbound Pacific Motorway at Gaza Road
37,YES,bald hills - accident southbound gympie arterial road at linkfield road,Bald Hills - accident southbound Gympie Arterial Road at Linkfield Road
38,YES,"metro <allcaps> : murphy <allcaps> road <allcaps> geebung <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: MURPHY ROAD GEEBUNG From Wednesday, July 30, 2014 08:17:00 AM http://t.co/gjtdwvJRKA #incident #qld #traffic"
39,YES,"first <allcaps> up <allcaps> on <number> mornings with steve austin , abc <allcaps> reporter <user> live from the scene of a light aircraft crash in runcorn","FIRST UP on 612 Mornings with Steve Austin, ABC Reporter @emgramenz live from the scene of a light aircraft crash in Runcorn"
40,YES,eight mile plains - accident northbound pacific motorway at logan road,Eight Mile Plains - accident northbound Pacific Motorway at Logan Road
41,NO,"<user> <user> <user> <user> <number> dead <hashtag> gaza civilians and no dead israelis -LRB- just soldiers , no real people -RRB-","@Jamie_Weinstein @MLKstudios @Left2016action @MaxBlumenthal  1000 dead #Gaza civilians and no dead Israelis (just soldiers, no real people)"
42,YES,light aircraft crash in field . <repeat> -LRB- nathan rd <allcaps> and daw rd is blocked between selsey st & dew st - local diversions along those roads -RRB-,Light aircraft crash in field...  (Nathan RD and Daw Rd is blocked between Selsey St & Dew St - local diversions along those roads)
43,YES,two people have survived a light plane crash at runcorn on brisbane 's southside . i 'll be live from the scene shortly <user>,Two people have survived a light plane crash at Runcorn on Brisbane''s southside. I''ll be live from the scene shortly @SkyNewsAust
44,NO,"metro <allcaps> : pacific <allcaps> motorway <allcaps> rochedale <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: PACIFIC MOTORWAY ROCHEDALE From Wednesday, July 30, 2014 08:27:00 AM http://t.co/ZvAMXaE96k #incident #qld #traffic"
45,YES,jindalee - accident eastbound centenary highway at centenary bridge - clear <allcaps>,Jindalee - accident eastbound Centenary Highway at Centenary Bridge - CLEAR
46,NO,tarragindi - slow traffic northbound pacific motorway at gaza road - clear <allcaps>,Tarragindi - slow traffic northbound Pacific Motorway at Gaza Road - CLEAR
47,YES,kangaroo point - accident northbound main street at bradfield highway - clear <allcaps>,Kangaroo Point - accident northbound Main Street at Bradfield Highway - CLEAR
48,YES,eight mile plains - accident southbound pacific motorway at logan road,Eight Mile Plains - accident southbound Pacific Motorway at Logan Road
49,NO,jindalee - slow traffic eastbound centenary highway at centenary bridge,Jindalee - slow traffic eastbound Centenary Highway at Centenary Bridge
50,YES,crash . <repeat> murphy rd ib <allcaps> ll <allcaps> blocked just after robinson rd - geebung ...,Crash .. Murphy Rd IB LL blocked just after Robinson Rd - Geebung . . . .
51,NO,reform needed to minimise lng <allcaps> export impact on manufacturers : report gas today the magazine . <repeat> <url>,Reform needed to minimise LNG export impact on manufacturers: report — Gas Today — The magazine... http://t.co/j78anjpjKN
52,YES,"incident : gold <allcaps> coast <allcaps> highway <allcaps> tugun <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> bnetraffic <hashtag> trafficnetwork","Incident: GOLD COAST HIGHWAY TUGUN From Wednesday, July 30, 2014 08:46:00 AM http://t.co/FeKc7NKoi1 #bnetraffic #trafficnetwork"
53,NO,"metro <allcaps> : logan <allcaps> road <allcaps> woolloongabba <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: LOGAN ROAD WOOLLOONGABBA From Wednesday, July 30, 2014 08:52:00 AM http://t.co/DUeUlhBXcX #incident #qld #traffic"
54,YES,bald hills - accident southbound gympie arterial road at linkfield road - clear <allcaps>,Bald Hills - accident southbound Gympie Arterial Road at Linkfield Road - CLEAR
55,NO,"incident : logan <allcaps> road <allcaps> woolloongabba <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> bnetraffic <hashtag> trafficnetwork","Incident: LOGAN ROAD WOOLLOONGABBA From Wednesday, July 30, 2014 08:52:00 AM http://t.co/8Fyt1XDjIa #bnetraffic #trafficnetwork"
56,NO,morningside - slow traffic northbound wynnum road at thynne road - clear <allcaps>,Morningside - slow traffic northbound Wynnum Road at Thynne Road - CLEAR
57,YES,crash . <repeat> pacific mwy sb <allcaps> ll <allcaps> and cl <allcaps> 's blocked at the logan rd exit - eight mile plains -LRB- delays b <number> upper mt gravatt -RRB- ...,Crash ..  Pacific Mwy SB LL and CL''s blocked at the Logan Rd Exit - Eight Mile Plains (delays b2 Upper Mt Gravatt) . . . .
58,YES,light aircraft crash in a field -LRB- nathan rd <allcaps> and daw rd is blocked between selsey st and dew st - local diversions along those roads -RRB- avoid,Light aircraft crash in a field (Nathan RD and Daw Rd is blocked between Selsey St and Dew St - local diversions along those roads) avoid
59,NO,"metro <allcaps> : moreton <allcaps> bay <allcaps> road <allcaps> chandler <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: MORETON BAY ROAD CHANDLER From Wednesday, July 30, 2014 08:59:00 AM http://t.co/i9VEvVKrVB #incident #qld #traffic"
60,YES,<hashtag> brisbane report of road traffic crash queen & wharf streets <hashtag> bnetraffic,#Brisbane Report of Road Traffic Crash Queen & Wharf Streets #bnetraffic
61,YES,eight mile plains - accident northbound pacific motorway at logan road - clear <allcaps>,Eight Mile Plains - accident northbound Pacific Motorway at Logan Road - CLEAR
62,YES,geebung - accident southbound murphy road at robinson road - clear <allcaps>,Geebung - accident southbound Murphy Road at Robinson Road - CLEAR
63,YES,<hashtag> goldcoast report of road traffic crash ern harley drive burleigh heads .,#goldcoast Report of Road Traffic Crash  Ern Harley Drive Burleigh Heads.
64,NO,i would think that the long term effect of concussion would be much greater then a fracture . <user>,I would think that the long term effect of concussion would be much greater then a fracture.  @Robbo_heraldsun
65,NO,rt <allcaps> <user> : hey fun fact they dont have to threaten to fire you for you to say you cant fire me because i quit ! its true regardl,RT @thomas_violence: hey fun fact they dont have to threaten to fire you for you to say you cant fire me because i quit! its true regardl…
66,NO,-LSB- video -RSB- sandvik 's new fluorine-free <hashtag> vehicle <hashtag> fire suppressant system <url> full story -- > <url> <hashtag> flourine,[Video] Sandvik''s new fluorine-free #vehicle #fire suppressant system http://t.co/raXBnKmvjg Full Story --> http://t.co/s0x0HspHKG #flourine
67,NO,jindalee - slow traffic eastbound centenary highway at centenary bridge - clear <allcaps>,Jindalee - slow traffic eastbound Centenary Highway at Centenary Bridge - CLEAR
68,NO,oxley - slow traffic eastbound ipswich motorway at blunder road - clear <allcaps>,Oxley - slow traffic eastbound Ipswich Motorway at Blunder Road - CLEAR
69,NO,carseldine - slow traffic southbound gympie road at beams road - clear <allcaps>,Carseldine - slow traffic southbound Gympie Road at Beams Road - CLEAR
70,NO,could n't find my phone in the car and was about to enter the highway . looked to the bonnet of my car and there it was ! i drove very slow lol,Couldn''t find my phone in the car and was about to enter the highway. Looked to the bonnet of my car and there it was! I drove very slow lol
71,NO,"metro <allcaps> : milton <allcaps> road <allcaps> milton <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: MILTON ROAD MILTON From Wednesday, July 30, 2014 10:10:00 AM http://t.co/B50yHNl25l #incident #qld #traffic"
72,YES,eight mile plains - accident southbound pacific motorway at logan road - clear <allcaps>,Eight Mile Plains - accident southbound Pacific Motorway at Logan Road - CLEAR
73,NO,"incident : boundary <allcaps> road <allcaps> coopers <allcaps> plains <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> bnetraffic <hashtag> trafficnetwork","Incident: BOUNDARY ROAD COOPERS PLAINS From Wednesday, July 30, 2014 10:46:00 AM http://t.co/YgE42AOMpa #bnetraffic #trafficnetwork"
74,NO,<user> now votes on doing a report on <number> m cavity in tree and then do a root survey if the cavity report shows the tree is safe,@RedlandCouncil now votes on doing a report on 3m cavity in tree and then do a root survey if the cavity report shows the tree is safe
75,NO,rt <allcaps> <user> : <user> now votes on doing a report on <number> m cavity in tree and then do a root survey if the cavity report shows the,RT @judithkerr1: @RedlandCouncil now votes on doing a report on 3m cavity in tree and then do a root survey if the cavity report shows the …
76,NO,"incident : boundary <allcaps> road <allcaps> coopers <allcaps> plains <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> bnetraffic <hashtag> trafficnetwork","Incident: BOUNDARY ROAD COOPERS PLAINS From Wednesday, July 30, 2014 10:46:00 AM http://t.co/FYZgsigxt5 #bnetraffic #trafficnetwork"
77,NO,"metro <allcaps> : margaret <allcaps> street <allcaps> off <allcaps> ramp <allcaps> brisbane <allcaps> city <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: MARGARET STREET OFF RAMP BRISBANE CITY From Wednesday, July 30, 2014 10:50:00 AM http://t.co/IwPUxidFtH #incident #qld #traffic"
78,NO,<hashtag> cars <hashtag> australia toyota mirai : : source outs fuel cell vehicle name report : toyotas first-ever hydrogen fue . <repeat> <url>,#cars #Australia Toyota Mirai :: source outs fuel cell vehicle name – report: Toyota’s first-ever hydrogen fue... http://t.co/Iad543Mgvt
79,NO,minagrey auto is now accepting new members auto tweet and retweet check it out because your time is valuable <url>,MinaGrey Auto is now accepting new members Auto Tweet and Retweet check it out  because your time is valuable  http://t.co/UrfMzjH4EP
80,NO,"metro <allcaps> : logan <allcaps> road <allcaps> woolloongabba <allcaps> from wednesday , july <number> <number> <number> am <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: LOGAN ROAD WOOLLOONGABBA From Wednesday, July 30, 2014 11:51:00 AM http://t.co/BonYogHgNi #incident #qld #traffic"
81,NO,<user> punishments for imports are draconian . a guy who once acted as spotter for a truck carrying imported coke got <number> years .,@angie_gott Punishments for imports are draconian. A guy who once acted as spotter for a truck carrying imported coke got 20 years.
82,YES,traffic hazard - broken down truck beaudesert rd & honeysuckle way calamvale,traffic hazard - Broken down truck Beaudesert Rd & Honeysuckle Way Calamvale
83,YES,kangaroo point - accident citybound shafston avenue before bradfield highway,Kangaroo Point - accident citybound Shafston Avenue before Bradfield Highway
84,YES,"smoke hazard - grass fire - edelsten rd jimboomba , car on fire loganlea rd meadowbrook","Smoke Hazard - Grass fire  -Edelsten  Rd Jimboomba, Car on fire Loganlea Rd Meadowbrook"
85,YES,reports of fire services -LRB- grass fire -RRB- incident edelsten road jimboomba <url>,Reports of Fire Services (Grass Fire) Incident Edelsten Road Jimboomba http://t.co/iijafz2bqE
86,YES,reports of fire services -LRB- grass fire -RRB- incident edelsten road jimboomba <url>,Reports of Fire Services (Grass Fire) Incident Edelsten Road Jimboomba http://t.co/g3rfQoN1to
87,YES,something is pretty catastrophically on fire out west by the looks of the clouds of smoke covering the whole city .,Something is pretty catastrophically on fire out west by the looks of the clouds of smoke covering the whole city.
88,NO,<hashtag> australia has penty of gas available for both domestic and export markets <url> <hashtag> gas <hashtag> resources <hashtag> fuels <hashtag> commodities,#Australia has penty of gas available for both domestic and export markets http://t.co/eN2IWYRVL4 #gas #resources #fuels #commodities
89,NO,"southcoast : pacific <allcaps> motorway <allcaps> shailer <allcaps> park <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","SouthCoast: PACIFIC MOTORWAY SHAILER PARK From Wednesday, July 30, 2014 12:45:00 PM http://t.co/uU2UkWKGAY #incident #qld #traffic"
90,NO,"metro <allcaps> : shafston <allcaps> avenue <allcaps> kangaroo <allcaps> point <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: SHAFSTON AVENUE KANGAROO POINT From Wednesday, July 30, 2014 12:48:00 PM http://t.co/GqCulmvUAr #incident #qld #traffic"
91,NO,rt <allcaps> <user> : <hashtag> australia has penty of gas available for both domestic and export markets <url> <hashtag> gas <hashtag> resources <hashtag> fuels,RT @GalileeEnergy: #Australia has penty of gas available for both domestic and export markets http://t.co/eN2IWYRVL4 #gas #resources #fuels…
92,YES,<hashtag> brisbane reports of road traffic crash gayford street & maundrell terrace aspley <url>,#Brisbane Reports of Road Traffic Crash Gayford Street & Maundrell Terrace Aspley http://t.co/vHQ4FnANiD
93,YES,<hashtag> brisbane reports of road traffic crash gayford street & maundrell terrace aspley <url>,#Brisbane Reports of Road Traffic Crash Gayford Street & Maundrell Terrace Aspley http://t.co/BZ9jkEVePg
94,NO,"metro <allcaps> : beaudesert <allcaps> road <allcaps> calamvale <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: BEAUDESERT ROAD CALAMVALE From Wednesday, July 30, 2014 01:03:00 PM http://t.co/ncoQ6KGWT2 #incident #qld #traffic"
95,YES,"incident : beaudesert <allcaps> road <allcaps> calamvale <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> bnetraffic <hashtag> trafficnetwork","Incident: BEAUDESERT ROAD CALAMVALE From Wednesday, July 30, 2014 01:03:00 PM http://t.co/1oKlp96jpY #bnetraffic #trafficnetwork"
96,YES,aspley - accident bothways maundrell terrace at albany creek road,Aspley - accident bothways Maundrell Terrace at Albany Creek Road
97,NO,calamvale - disabled vehicle citybound beaudesert road at nottingham road,Calamvale - disabled vehicle citybound Beaudesert Road at Nottingham Road
98,YES,smoke hazard - wessling court cashmere area - multiple fire appliances responding,Smoke Hazard - Wessling Court Cashmere Area - Multiple fire appliances responding
99,YES,cashmere -LRB- north west of brisbane -RRB- grass fire as at <number> pmeleven queensland fire and emergency services -LRB- qfes <allcaps> -RRB- . <repeat> <url>,Cashmere (north west of Brisbane) – grass fire as at 1.15pmEleven Queensland Fire and Emergency Services (QFES)... http://t.co/3c0cf6kKg9
100,YES,aspley - accident northbound albany creek road before maundrell terrace,Aspley - accident northbound Albany Creek Road before Maundrell Terrace
101,YES,<hashtag> brisbane reports of road traffic crash ellison road at aspley <hashtag> bnetraffic,#Brisbane Reports of Road Traffic Crash Ellison Road at Aspley #bnetraffic
102,YES,traffic accident report - ellison rd aspley also reports of powerlines down,traffic accident report - Ellison Rd Aspley also reports of powerlines down
103,NO,a yellow brick road machine rt <allcaps> <user> : wow ! - never seen anything quite like this : a brick road laying machine . <url>,A yellow brick road machine RT @RJSzczerba: Wow! - Never seen anything quite like this: A brick road laying machine. http://t.co/GkMTX0K10Z
104,YES,kangaroo point - accident citybound shafston avenue before bradfield highway - clear <allcaps>,Kangaroo Point - accident citybound Shafston Avenue before Bradfield Highway - CLEAR
105,YES,"reports of fire services -LRB- grass fire -RRB- incident gould hill rd , gleneagle <allcaps> <url>","Reports of Fire Services (Grass Fire) Incident Gould Hill Rd ,GLENEAGLE http://t.co/Z9v8xGQaZX"
106,YES,"reports of road traffic crash oak st , andergrove <allcaps> <url> <hashtag> mackay <hashtag> qldtraffic","Reports of Road Traffic Crash Oak St ,ANDERGROVE http://t.co/m4w96SestB #Mackay #qldtraffic"
107,YES,aspley - accident northbound albany creek road before maundrell terrace - clear <allcaps>,Aspley - accident northbound Albany Creek Road before Maundrell Terrace - CLEAR
108,YES,"smoke hazard - grassfire - narangba rd narangba , multiple qfes <allcaps> responding","Smoke Hazard  - Grassfire - Narangba Rd Narangba, Multiple QFES responding"
109,YES,"road closure , cashmere : clear mountain rd between old school rd and winn road due to smoke haze from nearby bush fire <hashtag> bnetraffic","Road closure, Cashmere: Clear Mountain Rd between Old School Rd and Winn Road due to smoke haze from nearby bush fire #bnetraffic"
110,NO,"southcoast : pacific <allcaps> motorway <allcaps> tugun <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","SouthCoast: PACIFIC MOTORWAY TUGUN From Wednesday, July 30, 2014 02:19:00 PM http://t.co/LWF29fBre2 #incident #qld #traffic"
111,YES,"metro <allcaps> : ellison <allcaps> road <allcaps> aspley <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","METRO: ELLISON ROAD ASPLEY From Wednesday, July 30, 2014 02:22:00 PM http://t.co/FH0vSREbET #incident #qld #traffic"
112,NO,do you think clients would appreciate a fist bump instead of shaking hands ? fist bump ftw <allcaps> ! via <user> <url>,Do you think clients would appreciate a fist bump instead of shaking hands? Fist bump FTW! via @mindfood_mag http://t.co/S8aLH3wYqM
113,YES,traffic accident report - bruce highway southbound near keil mountain overpass nambour,traffic accident report - Bruce highway southbound near Keil Mountain overpass Nambour
114,NO,"rt <allcaps> <user> : qfes <allcaps> is advising residents btwn old school road , winn road & clear mountain road cashmere to enact their bushfire plans","RT @chopperdaveqld: QFES is advising residents btwn Old School Road, Winn Road & Clear Mountain Road Cashmere to enact their bushfire plans…"
115,NO,"-LRB- qfes <allcaps> -RRB- is advising residents between old school road , winn road and clear mountain road , cashmere to enact their bushfire plans .","(QFES) is advising residents between Old School Road, Winn Road and Clear Mountain Road, Cashmere to enact their bushfire plans."
116,YES,a truck has brought down powerlines & blocked ellison rd both ways near eustace st - aspley <hashtag> bnetraffic,A truck has brought down powerlines & blocked Ellison Rd both ways near Eustace St - Aspley #bnetraffic
117,YES,"at <number> pm , wednesday <number> july a large bushfire was located at wessling road , cashmere . the large fire is travelling in an easterly direction","At 2.45pm, Wednesday 30 July a large bushfire was located at Wessling Road, Cashmere. The large fire is travelling in an easterly direction"
118,NO,"expected to impact the areas between old school road , winn road and clear mountain road , cashmere within the next two hours","expected to impact the areas between Old School Road, Winn Road and Clear Mountain Road, Cashmere within the next two hours"
119,YES,police mission to flight mh <allcaps> <number> crash site at risk <url> via <user>,Police mission to flight MH17 crash site at risk http://t.co/sEpUF1BFQ4 via @brisbanetimes
120,YES,"currently , <number> fire crews are working to contain the blaze but firefighters may not be able to protect every affected property","Currently, 16 fire crews are working to contain the blaze but firefighters may not be able to protect every affected property"
121,YES,<hashtag> sunshinecoast report of road traffic crash southbound lanes near or after keil mountain road overpass on <user> nambour,#sunshinecoast Report of Road Traffic Crash southbound lanes near or after Keil Mountain Road Overpass on @Bruce_Hwy Nambour
122,YES,rt <allcaps> <user> : <hashtag> sunshinecoast report of road traffic crash southbound lanes near or after keil mountain road overpass on <user> namb,RT @SEQincidents: #sunshinecoast Report of Road Traffic Crash southbound lanes near or after Keil Mountain Road Overpass on @Bruce_Hwy Namb…
123,NO,"northcoast : bruce <allcaps> highway <allcaps> kiels <allcaps> mountain <allcaps> from wednesday , july <number> <number> <number> pm <allcaps> <url> <hashtag> incident <hashtag> qld <hashtag> traffic","NorthCoast: BRUCE HIGHWAY KIELS MOUNTAIN From Wednesday, July 30, 2014 03:02:00 PM http://t.co/Sua2rQiaVD #incident #qld #traffic"
124,YES,aspley - accident bothways ellison road near eustace st - clear <allcaps>,Aspley - accident bothways Ellison Road near Eustace St - CLEAR
125,NO,an inquiry into the <number> / <number> commission 's <number> th anniversary report : how to read a government commission report <url>,An Inquiry Into the 9/11 Commission''s 10th Anniversary Report: How to Read a Government Commission Report http://t.co/iObEFfT9Ub
126,NO,boondall - slow traffic northbound gateway motorway at sandgate road,Boondall - slow traffic northbound Gateway Motorway at Sandgate Road
127,NO,rt <allcaps> <user> : virginia - slow traffic northbound toombul road at sandgate road,RT @GettrafficQLD: Virginia - slow traffic northbound Toombul Road at Sandgate Road
128,YES,bush fire alert update cashmere : <number> fire units on site battling the blaze . watch and act alert issued . updates on <number> abc <allcaps> .,Bush Fire alert update Cashmere: 16 fire units on site battling the blaze. Watch and act alert issued. Updates on 612 ABC.
129,NO,"<user> if only journos reported what mr newman wants them to report , all would be well , and we 'd all be happy . too much negativity .","@Qldaah If only journos reported what Mr Newman wants them to report, all would be well, and we''d all be happy. Too much negativity."
130,YES,reports of fire services -LRB- grass fire -RRB- incident crowley vale road college view <url>,Reports of Fire Services (Grass Fire) Incident Crowley Vale Road College View http://t.co/JgChvDDGuq
131,YES,"rt <allcaps> <user> : at <number> pm , wednesday <number> july a large bushfire was located at wessling road , cashmere . the large fire is travelling in an","RT @uhfemergency: At 2.45pm, Wednesday 30 July a large bushfire was located at Wessling Road, Cashmere. The large fire is travelling in an …"
