,tweet id, tweet, label,tweet_cleaned
28,'262624184029556736',No sooner then my last tweet did I receive this text http://t.co/X7sLiyzt,off-topic,no sooner then my last tweet did i receive this text <url>
29,'262764842253946880',@mike_cucci queen duck face    ((((I can't do dick face so tongue works too right?))))) http://t.co/UjGnXfiP,off-topic,<user> queen duck face -LRB- -LRB- -LRB- -LRB- i ca n't do dick face so tongue works too right ? -RRB- -RRB- -RRB- -RRB- -RRB- <url>
30,'262663408162324481',Off to try to find a kids phone I have no idea why he wanted until now to look for it #huh,off-topic,off to try to find a kids phone i have no idea why he wanted until now to look for it <hashtag> huh
31,'262977078201298944',One more shower before the power goes out lol,on-topic,one more shower before the power goes out lol
32,'263040678920081408',"@marcushasfun- u were a guest star in my dream last night, &amp; 2day I noticed Marcus Garvey Park on a NYC #hurricane map! http://t.co/LQ2Kpif0",on-topic,"<user> - u were a guest star in my dream last night , & <number> day i noticed marcus garvey park on a nyc <allcaps> <hashtag> hurricane map ! <url>"
33,'262738370759905280',"Word to the wise, make sure you have cash on u in case of a prolonged power outage &amp; charge all ur phones, iPads, etc.",on-topic,"word to the wise , make sure you have cash on u in case of a prolonged power outage & charge all ur phones , ipads , etc. ."
34,'262397043224481792',#GottaAceMySATexam : OH LORD: wish my cousin found this previously http://t.co/umUM2hzE ya better get this #Top10FavoriteSongs kvb,off-topic,<hashtag> gottaacemysat <allcaps> exam : oh <allcaps> lor <allcaps> <smile> wish my cousin found this previously <url> ya better get this <hashtag> top <number> favoritesongs kvb
35,'262938402587033602',@victoriaaa0x haha I was gonna say how can u not wanna stay with Martha ?!,off-topic,<user> haha i was gon na say how can u not wan na stay with martha ! <repeat>
36,'263014974266408961',@jackmackenroth: I'm bored so I'm gonna go outside and get a blow job #HurricaneSandy,off-topic,<user> : i 'm bored so i 'm gon na go outside and get a blow job <hashtag> hurricanesandy
37,'262700582928789504',Yo ref his hand is outta bounds,off-topic,yo ref his hand is outta bounds
38,'263148068365533186',Stop with this silly snow hoax. We all know this is a global warming hurricane... @slackadjuster @severestudios @reedtimmerTVN,on-topic,stop with this silly snow hoax . we all know this is a global warming hurricane . <repeat> <user> <user> <user>
39,'262953803517657088',This is what it look like out my window  @ WeedTopia ! =} http://t.co/ca1HBCtc,off-topic,this is what it look like out my window @ weedtopia ! = -RCB- <url>
40,'262891755366670338',@Hayleyshammock shopping fun! ;)  it should be like this then start to gradually get worse..but will keep u up2date! @ see what goes on..,off-topic,<user> shopping fun ! <smile> it should be like this then start to gradually get worse . <repeat> but will keep u up <number> date ! @ see what goes on . <repeat>
41,'262992935581261824',I'm debating if I should take you homeeee .,off-topic,i 'm debating if i should take you home <elong> .
42,'262646509324103681',Emily's air mattress is our Noah's Ark. Two of every type (of boxed wine) #sandy,on-topic,emily 's air mattress is our noah 's ark . two of every type -LRB- of boxed wine -RRB- <hashtag> sandy
43,'262932766411354113',Checking the city here in Brooklyn  http://t.co/ESLzKZm7,off-topic,checking the city here in brooklyn <url>
44,'262893005973897216',Holy shit it must be the end of the world when not even best buy is opening. Day offf,off-topic,holy shit it must be the end of the world when not even best buy is opening . day of <elong>
45,'262713321558507521',"just because you can't, doesn't mean i can't",off-topic,"just because you ca n't , does n't mean i ca n't"
46,'262643581859266560',When the lights in the elevator you're in go out and you're stuck in darkness #hurricanesandy,on-topic,when the lights in the elevator you 're in go out and you 're stuck in darkness <hashtag> hurricanesandy
47,'262388734526386177',#SATstudyTime : WOW.. wish my boys found that earlier http://t.co/BmrBPwYv hurry before its unavailable Des Moines Register bwy,off-topic,<hashtag> sat <allcaps> studytime : wow <allcaps> . <repeat> wish my boys found that earlier <url> hurry before its unavailable des moines register bwy
48,'262923557485543424',@TheFatLadyRaps but you love me... And u ugg,off-topic,<user> but you love me . <repeat> and u ugg
49,'263001696836407298',"@judyrey Same thing in Queens, I have siding hanging from my house. Where r u?",off-topic,"<user> same thing in queens , i have siding hanging from my house . where r u ?"
50,'263323977664053248',"@OredRocAnn holy shit, your block or the next one?",off-topic,"<user> holy shit , your block or the next one ?"
51,'262980126306889729',The Statue of Liberty as seen from near Battery Park. #sandy #hurricanesandy  @ Battery Park City http://t.co/0MZy2IXX,on-topic,the statue of liberty as seen from near battery park . <hashtag> sandy <hashtag> hurricanesandy @ battery park city <url>
52,'263296901187776512',"Channel surfing, and relaxing with my green goodies. I wanna go for a walk, but not feeling flying away like #MaryPoppins or some shit.",off-topic,"channel surfing , and relaxing with my green goodies . i wan na go for a walk , but not feeling flying away like <hashtag> marypoppins or some shit ."
53,'262684238896300032',I wanna go to the beach but I don't wanna die,on-topic,i wan na go to the beach but i do n't wan na die
54,'263118773664485376',RT @KatEdorsson: #SANDY &amp; #A-ROD Damn dude... What is this world coming too http://t.co/GZgV9jnM     too funny LOL!!,on-topic,rt <allcaps> <user> : <hashtag> sandy <allcaps> <allcaps> & <hashtag> a-rod <allcaps> <allcaps> damn dude . <repeat> what is this world coming too <url> <elong> too funny lol <allcaps> ! <repeat>
55,'263139442183790593',"@nicoledandrea yea, just hoping my windows hold. They're shaking but they're all new so fingers crossed. Hope all is well on your end",on-topic,"<user> yea , just hoping my windows hold . they 're shaking but they 're all new so fingers crossed . hope all is well on your end"
56,'262419390740430848',"Today i had more fun then i have in the longest time,",off-topic,"today i had more fun then i have in the longest time ,"
57,'262647226331979776',@CocoCrunchMB Hi P'! Your going to do great today :D Love you! &lt;3,off-topic,<user> hi p ' ! your going to do great today <smile> love you ! < <number>
58,'262937571376627714',Water levels be rising!!! (@ Long Island City Piers) [pic]: http://t.co/D9VVuCPo,on-topic,water levels be rising ! <repeat> -LRB- @ long island city piers -RRB- -LSB- pic -RSB- : <url>
59,'262608654115696640',"dearest @andre_kamp, i love you. wish you were in the storm with us. http://t.co/f4ehKQQA",on-topic,"dearest <user> , i love you . wish you were in the storm with us . <url>"
60,'262686217462767618',Stfup...! Nobody likes your shit anyways....!! ___ likes to talk shit ALOT !   Lmfao,off-topic,stfup ! <repeat> nobody likes your shit anyways ! <repeat> _ <elong> likes to talk shit alot <allcaps> ! lmfao
61,'263139066609025024',BREAKING: RT @youranonnews: #NYC #Sandy - FDNY on scanner confirmed fuel leak contamination. Drink bottled water. Boiling will not help.,on-topic,breaking <allcaps> : rt <allcaps> <user> : <hashtag> nyc <allcaps> <allcaps> <hashtag> sandy - fdny <allcaps> on scanner confirmed fuel leak contamination . drink bottled water . boiling will not help .
62,'262632413526650880',@MikeyDeleasa thank you for posting that! Is it gonna be rescheduled?,off-topic,<user> thank you for posting that ! is it gon na be rescheduled ?
63,'263071168569962496',My power keep goin in and out,on-topic,my power keep goin in and out
64,'263119712408449024',My whole street is BLACK,off-topic,my whole street is black <allcaps>
65,'263400723415433216',"@shalomshuli Dude...you are CRUSHING on Howard!  I'm listening on demand right now.  Shalom, mother effer!  ~Sal ( from Raw Dog)",off-topic,"<user> dude . <repeat> you are crushing <allcaps> on howard ! i 'm listening on demand right now . shalom , mother effer ! ~ sal -LRB- from raw dog -RRB-"
66,'263006493832536064',@Max_D_tho smokin during a hurricane is hard as hell lol,on-topic,<user> smokin during a hurricane is hard as hell lol
67,'262916894640721921',"tonight I'm gonna dance for all that we've been through, but I don't wanna dance if I'm not dancing with you.",off-topic,"tonight i 'm gon na dance for all that we 've been through , but i do n't wan na dance if i 'm not dancing with you ."
68,'263207263735521280',Things are bad out there @ West Orange Police Dept http://t.co/elNnbJwG,on-topic,things are bad out there @ west orange police dept <url>
69,'262743912622481410',"If only I was stormed in with @Twink_ie &amp; @GiBaby_ My only survival needs. Stay safe, love you",on-topic,"if only i was stormed in with <user> & <user> my only survival needs . stay safe , love you"
70,'262612444822773761',@Wimblaaa what!? Malteses are cute!! http://t.co/bbYpEvBA,off-topic,<user> what ? <repeat> malteses are cute ! <repeat> <url>
71,'262425319644995584',Well I was the only sober one at the party at least I won't have a #hangover #suckstosuck,off-topic,well i was the only sober one at the party at least i wo n't have a <hashtag> hangover <hashtag> suckstosuck
72,'262627301999669249',Everyone and their mothers are at home depot,off-topic,everyone and their mothers are at home depot
73,'263064103097073664',@ant_decicco I wanna check it out!,off-topic,<user> i wan na check it out !
74,'262377283547963392',I'm too nice at FIFA!!!!!!,off-topic,i 'm too nice at fifa <allcaps> ! <repeat>
75,'263186235609198593',So much to do..in such short time ; must not be lazy!! AHJA,off-topic,so much to do . <repeat> in such short time ; must not be lazy ! <repeat> ahja <allcaps>
76,'262866446596595713',Sicilia ubd !!! #HaveToAceMySATexam .. ..better get it while u can http://t.co/2OZUsia8,off-topic,sicilia ubd ! <repeat> <hashtag> havetoacemysat <allcaps> exam . <repeat> . <repeat> better get it while u can <url>
77,'263065687252160512',Power's been cut to lower Manhattan and our lights are flickering....!,on-topic,power 's been cut to lower manhattan and our lights are flickering ! <repeat>
78,'263041747725217792',"My mom told me I could have whoever I want sleep over, it's a little late mom",off-topic,"my mom told me i could have whoever i want sleep over , it 's a little late mom"
79,'262816572635230209',Pre Sandy Calm @ Patsy &amp; Eddie's Boli-Stoli Factory http://t.co/2zE2rPiN,on-topic,pre sandy calm @ patsy & eddie 's boli-stoli factory <url>
80,'263042795672064000',Guys!!!! It's getting really bad out there now!!! Hope everyone  @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/sRvSO8kj,on-topic,guys ! <repeat> it 's getting really bad out there now ! <repeat> hope everyone @ frankenstorm apocalypse - hurricane sandy <url>
81,'262764439437180930',GIANTS!!! Congratulations. What a season!,off-topic,giants <allcaps> ! <repeat> congratulations . what a season !
82,'262387372438720513',"I have so much ammo, I'm gunna kill all the babies- @Zaine_O_Mac",off-topic,"i have so much ammo , i 'm gunna kill all the babies - <user>"
83,'262597224658251777',@pweetytinu am Gud and u,off-topic,<user> am gud and u
84,'262951342073597953',good bye Astoria #hurricanesandy on the way @ Astoria Park http://t.co/WBqWIqHU,on-topic,good bye astoria <hashtag> hurricanesandy on the way @ astoria park <url>
85,'262537488415981570',"@AbbieBradyD it's not a memo you wanted to be on, trust me",off-topic,"<user> it 's not a memo you wanted to be on , trust me"
86,'262992182523334656',Oh dear Sandy.. #Home #IgnorantShit #LookingLikeIm13 #SuperAsian  @ Somewhere in my world http://t.co/axBvzhzV,off-topic,oh dear sandy . <repeat> <hashtag> home <hashtag> ignorantshit <hashtag> lookinglikeim <number> <hashtag> superasian @ somewhere in my world <url>
87,'263104324320759808',@ZMars89 to be honest with you. I don't remember peeing infront of his house ever..,off-topic,<user> to be honest with you . i do n't remember peeing infront of his house ever . <repeat>
88,'262917605541679104',sandy can't stop me from getting my owab,off-topic,sandy ca n't stop me from getting my owab
89,'263429885417119744',NO WE DO NOT HAVE FUCKING ICE !!!  GO THE FUCK HOME !,off-topic,no <allcaps> we <allcaps> do <allcaps> not <allcaps> have <allcaps> fucking <allcaps> ice <allcaps> ! <repeat> go <allcaps> the <allcaps> fuck <allcaps> home <allcaps> !
90,'263101007012179968',Hide yo kids hide yo wives #Sandy,on-topic,hide yo kids hide yo wives <hashtag> sandy
91,'262430296757116928',Are you Don Drapers wife?  BOoM #halloween2012 #madmen http://t.co/ioBGXliU,off-topic,are you don drapers wife ? bo <allcaps> om <hashtag> halloween <number> <hashtag> madmen <url>
92,'262707609717575680',Ok - goodbye New Yorkers. I'm outta here! Good luck with the #frankenstorm and stuff...,on-topic,ok - goodbye new yorkers . i 'm outta here ! good luck with the <hashtag> frankenstorm and stuff . <repeat>
93,'262471773281460224',#GottaAceMySATexam .. OH LORD: I really wish we found that previously http://t.co/rbnRHSAj ya better get this #TallGirlAppreciationDay pzk,off-topic,<hashtag> gottaacemysat <allcaps> exam . <repeat> oh <allcaps> lor <allcaps> <smile> i really wish we found that previously <url> ya better get this <hashtag> tallgirlappreciationday pzk
94,'263112104985374720',And out goes my power,on-topic,and out goes my power
95,'262928096687173633',"#RT_ @shakira says: I'm something you'll regret losing, I can promise you that much.",off-topic,"<hashtag> rt <allcaps> _ <allcaps> <user> says : i 'm something you 'll regret losing , i can promise you that much ."
96,'262961530683928577',"@4SHOCinCity so far good, I'm part of emergency staff, I just happen to have day off!",off-topic,"<user> so far good , i 'm part of emergency staff , i just happen to have day off !"
97,'263090700944556032',"I dont even care about the power, I just want this storm to be over",on-topic,"i dont even care about the power , i just want this storm to be over"
98,'262943710227087360',Really don't mind this sandy thing unless the power goes out,on-topic,really do n't mind this sandy thing unless the power goes out
99,'262743175431602176',@stephennyr89 cause I seen people post pictures of flooding &amp; puddles .. Didnt know what was going on out there haha,on-topic,<user> cause i seen people post pictures of flooding & puddles . <repeat> didnt know what was going on out there haha
100,'263114442114490368',Tree Trimming in Nee Jersey http://t.co/SnvLYuLp,off-topic,tree trimming in nee jersey <url>
101,'262615077952319489',I honestly hate the Volkswagen commercial with the dude singing in the black car,off-topic,i honestly hate the volkswagen commercial with the dude singing in the black car
102,'263077258338639872',Oh my god there's an emergency alert in my area I'm fucking scared http://t.co/h5ZoNDkG,on-topic,oh my god there 's an emergency alert in my area i 'm fucking scared <url>
103,'263013628167462913',@jacquelinetweet we just happen to be surrounding a tray of vodka Kelly right now while sheltering in our building haha #hurricanefestival,on-topic,<user> we just happen to be surrounding a tray of vodka kelly right now while sheltering in our building haha <hashtag> hurricanefestival
104,'263023091897221121',I want 1st marking period to end already!,off-topic,i want <number> st marking period to end already !
105,'262392725469544448',@s_mehalick: Why won't my friends text me?,off-topic,<user> : why wo n't my friends text me ?
106,'263102777822150656',This guy Skelton had the job in week 1. Got hurt. Kolb leads them to 4-2 n skelton comes is and is just HORRIFIC,off-topic,this guy skelton had the job in week <number> got hurt . kolb leads them to <number> <number> n skelton comes is and is just horrific <allcaps>
107,'263040368797446146',@SwagisLethal But around 6-8pm with the high tide we will have bad flooding,on-topic,<user> but around <number> - <lolface> m with the high tide we will have bad flooding
108,'263400823873212416',@Prarthana_xo I have electricity come over later,on-topic,<user> i have electricity come over later
109,'262756485862412288',I feel like If we Fall apart You Wouldn't Care. &lt;\3 :(,off-topic,i feel like if we fall apart you would n't care . < \ <number> <sadface>
110,'262756977430646785',@JAZMINrazzles My Soul To Take (:,off-topic,<user> my soul to take -LRB- :
111,'262906282929967104',"Its sad, when you can't trust someone you involve with",off-topic,"its sad , when you ca n't trust someone you involve with"
112,'263117323815223297',I'm tighter than a virgin right now since i can't text &lt;&lt;&lt;,off-topic,i 'm tighter than a virgin right now since i ca n't text < < <
113,'262919076668637184',Baby all I need is on,off-topic,baby all i need is on
114,'262652972754956288',Can't believe one of the twitter accounts for the hurricane is actually tweeting/promoting4Obama. Be funny bout the storm not talk politics,on-topic,ca n't believe one of the twitter accounts for the hurricane is actually tweeting / promoting <number> obama . be funny bout the storm not talk politics
115,'262755928191946752',@XO_kimx3: #ToMyFutureDaughter you will play softball,off-topic,<user> : <hashtag> tomyfuturedaughter you will play softball
116,'263128254674784256',@SBedard23 sounds great love you guys !!,off-topic,<user> sounds great love you guys ! <repeat>
117,'262609740402675714',Teaching your little siblings how to actually be a decent human bieng,off-topic,teaching your little siblings how to actually be a decent human bieng
118,'262902930624090112',@ufouria_ I don't even like candy so I don't know man lmfao,off-topic,<user> i do n't even like candy so i do n't know man lmfao
119,'262644498688004097',Why does my twitter randomly favorite other people tweets #sorryguys,off-topic,why does my twitter randomly favorite other people tweets <hashtag> sorryguys
120,'263123476653682688',"@Vikeologist we're a cbs owned and operated station. NY needed crews, we came!",off-topic,"<user> we 're a cbs owned and operated station . ny <allcaps> needed crews , we came !"
121,'262564759814152192',He ain't nothing like the boy I used to know.,off-topic,he ai n't nothing like the boy i used to know .
122,'262609485632266241',My first step in MY :) (@ New York Penn Station w/ 79 others) [pic]: http://t.co/X3ZqCD9p,off-topic,my first step in my <allcaps> <smile> -LRB- @ new york penn station w / <number> others -RRB- -LSB- pic -RSB- : <url>
123,'262762267219734528',"@Nikki_217 @_wonderrwoman flounder is just a buzz kill, Arial cannot be tamed. #fucksafety",off-topic,"<user> <user> flounder is just a buzz kill , arial can not be tamed . <hashtag> fucksafety"
124,'262954891096494081',!!!!!!!@XSTROLOGY: #Aries cannot stand stagnant relationships. If shit gets boring they will wander.,off-topic,! <repeat> <user> : <hashtag> aries can not stand stagnant relationships . if shit gets boring they will wander .
125,'263325109706702848',@Jikankun @ManaPuddingFox no power in town. both doing fine. driving sucks.,on-topic,<user> <user> no power in town . both doing fine . driving sucks .
126,'262633993449664512',They can just throw me a couple hundred .,off-topic,they can just throw me a couple hundred .
127,'263326119359561728',Lots of people out in #BayRidge #Brooklyn checking out the storm damage. #sandy #sandyaftermath,on-topic,lots of people out in <hashtag> bayridge <hashtag> brooklyn checking out the storm damage . <hashtag> sandy <hashtag> sandyaftermath
128,'263390086979260416',about to beg my mom to let me throw down,off-topic,about to beg my mom to let me throw down
129,'263284448395665408',"No power, out driving the jeep and charging my phone. Trees down, Does not look like are getting power anytime soon.",on-topic,"no power , out driving the jeep and charging my phone . trees down , does not look like are getting power anytime soon ."
130,'262700804262211585',First day of #nnguw started with Mobile Websites and Apps today. So far so good!,off-topic,first day of <hashtag> nnguw started with mobile websites and apps today . so far so good !
131,'262630144806629377',The hurricane updates are most interesting than the Jets games.,on-topic,the hurricane updates are most interesting than the jets games .
132,'263047016593125376',@mikesvehla come to bayonne son,off-topic,<user> come to bayonne son
133,'262538690679681024',Marcus Lattimore man prayers up for u man keep fighting South Carolina #21 shyt was terrifying espi ally if you are a football playerlike me,off-topic,marcus lattimore man prayers up for u man keep fighting south carolina <hashtag> <number> shyt was terrifying espi ally if you are a football playerlike me
134,'262807854363332608',I should of went to a hurricane sandy party..I'm so bored I'm tweeetin my biscuits off over here #bored #awake,on-topic,i should of went to a hurricane sandy party . <repeat> i 'm so bored i 'm tweeetin my biscuits off over here <hashtag> bored <hashtag> awake
135,'262974991694446592',@HenryEdmondson the big bear was on pix11 news and got interviewed,off-topic,<user> the big bear was on pix <number> news and got interviewed
136,'263079317855141889',"No power, no problem! #blackout #sandy #eastvillagenyc #newyork #hurricanecowboys  @ East Village http://t.co/84LtDMIZ",on-topic,"no power , no problem ! <hashtag> blackout <hashtag> sandy <hashtag> eastvillagenyc <hashtag> newyork <hashtag> hurricanecowboys @ east village <url>"
137,'262731259271335937',@bree_cass this is from rob bc he doesn't have a smartphone at my house: coookkkieeeeeee!!,off-topic,<user> this is from rob bc he does n't have a smartphone at my house : coookkkie <elong> ! <repeat>
138,'263060018604171264',@toodopekay_ yea lets hope it pass us quick,on-topic,<user> yea lets hope it pass us quick
139,'262699097545375744',@sirenasmaster well we shall see lol...i aint worried i leave it to God,off-topic,<user> well we shall see lol . <repeat> i aint worried i leave it to god
140,'262676215884824576',Watching tv nd Textin my best friend,off-topic,watching tv nd textin my best friend
141,'262955065843785728',@Valerie_Mia how is it by you Valerie? It's really windy over here.,on-topic,<user> how is it by you valerie ? it 's really windy over here .
142,'263029063462055936',The lady on channel 4 news looks like @jekkkkax3 s mom,off-topic,the lady on channel <number> news looks like <user> s mom
143,'262887647893151745',Hi Cav vmt WOW.. #HaveToAceMySATexam : ..better get it while u can http://t.co/nN4neU1z,off-topic,hi cav vmt wow <allcaps> . <repeat> <hashtag> havetoacemysat <allcaps> exam : . <repeat> better get it while u can <url>
144,'262411331427241984',In love with my bed except for the fact that every move you make something squeaks #thestruggle,off-topic,in love with my bed except for the fact that every move you make something squeaks <hashtag> thestruggle
145,'263401491694493696',@Fxq_Ya_Feelins u good nobody gon see lmfao,off-topic,<user> u good nobody gon see lmfao
146,'262451838903803905',No normal people leave the airport this early,off-topic,no normal people leave the airport this early
147,'262614239242510336',Hurricane sandy can suck it,on-topic,hurricane sandy can suck it
148,'262989476702326787',Frankenstorm? More like zombie apocalypse. (at Manhattan) [pic]  http://t.co/kyzTKAog,on-topic,frankenstorm ? more like zombie apocalypse . -LRB- at manhattan -RRB- -LSB- pic -RSB- <url>
149,'263003949425098752',"Promise that you'll sing about me 4eva, promise that you'll sing about me 4...ooOooo",off-topic,"promise that you 'll sing about me <number> eva , promise that you 'll sing about me <number> oooo <elong>"
150,'262982548920090624',@nathanandy lol no trauma to little man!,off-topic,<user> lol no trauma to little man !
151,'262781159648399360',@steffffuhhknee omg I was just talking about that game. I fucking love it! Lmao,off-topic,<user> omg i was just talking about that game . i fucking love it ! lmao
152,'263342869325164544',West side highway downtown is a swimming pool @FrankBeach_  @ Riverside Park North http://t.co/F7uL15nX,on-topic,west side highway downtown is a swimming pool <user> @ riverside park north <url>
153,'262897064873185280',woke up in the worst pain in my knee #IHateRain,off-topic,woke up in the worst pain in my knee <hashtag> ih <allcaps> aterain
154,'262813839949692929',Moving Target! (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 1057 others) http://t.co/ap6Pdf6X,on-topic,moving target ! -LRB- @ frankenstorm apocalypse - hurricane sandy w / <number> others -RRB- <url>
155,'263291850096513025',I hope I'm able to make good friends when I move to Florida in two years :),off-topic,i hope i 'm able to make good friends when i move to florida in two years <smile>
156,'263185035681738752',"Wind Advisory issued for Union Center, NJ http://t.co/elByuKlj",on-topic,"wind advisory issued for union center , nj <allcaps> <url>"
157,'263004516172058624',"@Robyouells hey brotha, how u dealing with this weather?",on-topic,"<user> hey brotha , how u dealing with this weather ?"
158,'262374000070623235',"I'm at Mile End (Brooklyn, NY) w/ 4 others http://t.co/6XNIh6j3",off-topic,"i 'm at mile end -LRB- brooklyn , ny <allcaps> -RRB- w / <number> others <url>"
159,'262548215000363008',@dominiloka YES to football but pending on ur tv u might lose the satelite n all that.,off-topic,<user> yes <allcaps> to football but pending on ur tv u might lose the satelite n all that .
160,'262934248711925760',"@SandraMcGarrell I love you all deeply but until you can offer me a Jamba Juice, Whole Foods and Bud Light Lime, I'm staying put. X",off-topic,"<user> i love you all deeply but until you can offer me a jamba juice , whole foods and bud light lime , i 'm staying put . x"
161,'263018717078773761',"Got my loud, now I'm ready",off-topic,"got my loud , now i 'm ready"
162,'263131875764215808',@jvssica get the 5 on sprint..,off-topic,<user> get the <number> on sprint . <repeat>
163,'263089595971952640',"@jessicadelfino: Any chance #Mitt #Romney made this hurricane? #Sandy Our fault bc we depend on govt subways, roads and FEMA. Right?",on-topic,"<user> : any chance <hashtag> mitt <hashtag> romney made this hurricane ? <hashtag> sandy our fault bc we depend on govt subways , roads and fema <allcaps> . right ?"
164,'262680233738645504',What if the power goes out and I'm left with raw cupcakes? That would just be fucked.,on-topic,what if the power goes out and i 'm left with raw cupcakes ? that would just be fucked .
165,'263327751270985729',Hehe @cha_patti: @aruna_dawn Can't wait to see your mummy on ITV tonight! Hope all's well.... Lots of chapatti love coming your way xxxxxx,off-topic,hehe <user> : <user> ca n't wait to see your mummy on itv <allcaps> tonight ! hope all 's well . <repeat> lots of chapatti love coming your way x <elong>
166,'262606602237001728',"Hide your children, hide your wives! (@ Frankenstorm Apocalypse- Hurricane Sandy w/ @beer4molly @y_vo) http://t.co/cwZpTNB7",on-topic,"hide your children , hide your wives ! -LRB- @ frankenstorm apocalypse - hurricane sandy w / <user> <user> -RRB- <url>"
167,'263069052413554688',omg a huge tree just fell in my backyard so close to my house. this is too scary!,on-topic,omg a huge tree just fell in my backyard so close to my house . this is too scary !
168,'262410009567166464',Love these bitches @jgords nichole_durant brooke_nicholeee92  @ Bamboo Bar http://t.co/so8RUPvA,off-topic,love these bitches <user> nichole_durant brooke_nichole <elong> <number> @ bamboo bar <url>
